text	user_id	news_id	cluster
The for?	976569190432759808	politifact14036	0
Until he slaps a tariff on them 	728249407083261952	politifact10371	0
No thanks. I have absolutely no interest in hearing anything this woman says.	835585935240617984	politifact13469	0
Jfc	373562548	politifact13469	0
Does the transcript come with an interpreter?	2716864241	politifact14036	0
Hes crazier than a sack of owls	17291075	politifact7888	0
#WINNING	725064846056640512	politifact15501	0
A change of office would help more.	16812756	politifact13469	0
I totally have to agree!!!	955202629608529920	politifact13469	0
May be this is what we deserves #NationGetsTheGovtItDeserves	634559019	politifact10371	0
sshe is in control voters stopped such	796493964719296514	politifact10371	0
so much 	219012195	politifact10371	0
Yup	756526987192176641	politifact13469	0
Seems like they were teaching him how to shaku shaku am I the only one seeing this 	1251029653	politifact10371	0
Or pissing on his grave	829178849497853952	politifact13469	0
She retired at 9 pm daily	1893747613	politifact13469	0
Thanks so much for your efforts	822856427379179521	politifact10371	0
From Gitmo?	749254884126580737	politifact15270	0
Is this happening now?  I thought it wasn't until later?	1027356354	politifact13469	0
oh yikes	3315110757	politifact751	0
Nobody cares about you or what you think	2459193944	politifact13469	0
With votes of 4 Arab states!	269777469	politifact10371	0
Will Jake actually question her on lack of evidence of voter suppression	1013292739201503232	politifact13469	0
You're always welcome in the merry old land of Oz 	4799321929	politifact13469	0
#Winning	3255975217	politifact15501	0
Why do she have to lie to get her point across?	884408328	politifact13469	0
Send 'em to Kansas also!	613049995	politifact13469	0
Cmon Jen	458116750	politifact14213	0
Total BS	318585817	politifact10371	0
And Diane Feinstein, Kamila Harris	785557425369722880	politifact304	0
Girl what culture did you say you were speaking on again?	1014307142701117440	politifact13469	0
Saw that coming	2490520830	politifact15270	0
Succession is absolutely brilliant #successionhbo	16930182	politifact10371	0
Yes, he did.	1304547038	politifact10371	0
Yup	1590364274	politifact13469	0
My face when they run out of cheese and marmite toasties at EAT	116159439	politifact10371	0
So kids should only be protected at school?	349462644	politifact13395	0
Representing Kenya	23966019	politifact15270	0
He's crazy enough to have said it!	872702205941383169	politifact13687	0
yeah man I'm pretty fed up these days myself	17469726	politifact10185	0
#OccupyLafayettePark  #LafayetteParkProtest	83266442	politifact13469	0
Punk outfit	4843653898	politifact14114	0
Was there a question asked and was it answered?	25953455	politifact13469	0
That would be the perfect end to this corrupt administration.	4182255850	politifact14036	0
You hv my vote!!!	259712663	politifact13469	0
Yup	1590364274	politifact13469	0
Law suit Moore needs to sue her for defamation of character	520089358	politifact14750	0
She learned from the best.. Hilary .	24332297	politifact13469	0
We know.  His PREY will never get it.	361196178	politifact11208	0
like how to spell his name?	774438134859833344	politifact304	0
YUP	16004747	politifact14664	0
Where do these disgusting people get their disgusting ideas?	886564408666836997	politifact13687	0
You got proof? Or you out here searching for Twitter likes 	107669152	politifact10371	0
Yes na 	275954509	politifact10371	0
Neither would make decent popes	2730019983	politifact13469	0
"Love Cycle by Chinua Achebe
#IbomPoetryDay2"	491164508	politifact13469	0
AH NO! FOX NEWS ONLY!	1611791736	politifact13469	0
Did I miss a stephalupagus habbening?  Was there a drama?	142839571	politifact7888	0
(House of George Washington Founding Father and First President of the USA)	3836043316	politifact13469	0
Yup	2902431774	politifact13469	0
#Slydonnie is laying the groundwork for #InsanityDefense #NoExit #JusticeWillPrevail #MuellerTime #TruthWillPrevail #BuckleUp #PatheticPrez	4838695925	politifact13469	0
She seems very comfortable in her ivory tower	1014961090692878340	politifact14114	0
"does he really ""rule?"""	929023837	politifact751	0
Leave you ungrateful sponges!	529551094	politifact13766	0
Yes, he is. I'm just too timid.	836955245511073794	politifact14036	0
Fake News wake up their snowflake	773963672	politifact15270	0
Where was the threat?	1001665679605555200	politifact15540	0
You won't see it on MSM as the globalists are their paymasters #FakeNewsMedia	118186657	politifact14506	0
Me 2 	106518216	politifact10371	0
LMAO!  Two of them were taken on his watch genius.	21253886	politifact10371	0
that the same pain we ar feeling	952202126792503296	politifact10371	0
"Mango Seedling by Chinua Achebe
#IbomPoetryDay2"	491164508	politifact13469	0
"He called it ""Deface the nation"". "	824464739942203392	politifact14036	0
Maybe ask everyone about this?	926826106073710594	politifact13469	0
Bath salts is a hellava drug?	812419109447008256	politifact13469	0
#GOVERNORDEATH	425988602	politifact14664	0
She will suicide after few months knowing she will be forgotten	909426006850596870	politifact10371	0
Just wow!!!!	913929000052912128	politifact15570	0
Semoga myanmar juara	930385292325830656	politifact10371	0
How many times can they revive her?	4700376662	politifact13469	0
what no kiss?	704133466107936768	politifact10371	0
IMC. 	219784910	politifact10371	0
"#Winning 

Where was your outrage when Obama did a 6 mo ban from Iraq   "	699023166761336833	politifact10371	0
Propaganda	901843155250798592	politifact7888	0
"Didn't need to when the header states ""banning straws""
Not too much wiggle room there"	23200004	politifact10371	0
Damn I never knew how tall you were	4541593282	politifact10371	0
Is he flipping?!	3280112635	politifact13469	0
Zulu people with fighting obsession	2496779042	politifact10371	0
(#MeetThePress canceled this week for Tennis)	19543182	politifact10371	0
Hacked bro?	753633468416798720	politifact15501	0
It's a money-spinner	968905918472650754	politifact14506	0
Untamed	1058578573030838272	politifact10371	0
Oh! No! 	811158448335372288	politifact14114	0
Their IQs	1240289826	politifact13469	0
AS under IHRA to say that.	3432595179	politifact10371	0
His face is so scrunched all the time	2806361864	politifact14036	0
#MAGA #DonaldTrump #AmericaFirst #TrumpTrain #Trump2020	773337934787477505	politifact13469	0
Because they have trapped in their own net	705976474415665152	politifact10371	0
Wow isnt that something	2471147114	politifact13469	0
This girl is so right on! Need you in Congress! 	1015543347291680768	politifact13469	0
Good. Can you please boycott Texas and the US and get the fuck out to Russia? Thanks.	325843123	politifact7888	1
Telangana is a fast urbanising state. A high percentage of the population of Telangana comes from the marginalised sections of society. Thus, the social and economic empowerment of these vulnerable sections assumes much greater public policy priority in the new state.	2585905772	politifact13469	1
Used to be.	17427513	politifact10371	1
Ndiwe ka waiti kutonga kwaro....	582597616	politifact10371	1
#wehatetrump #showusyourtaxreturns #russiagate  #Impeach45  #ResistTrump #notradewars #TrumpLies #TrumpResign #TrumpCrimeFamily #brainspur #PutinsBitch #kidnapper #TrumpisaTerrorist	8124632	politifact13469	1
Passive smoking increases lung cancer by 10%.	2851702510	politifact15018	1
the next president may decide differently and he/she will be able to because of this decision.  as my mother use to say what goes around comes around.  stay in the saddle!	408198881	politifact10371	1
February 12, 2019.	16004747	politifact13469	1
That's the thing, Democrats want everyone eligible to register and vote, the more the better.  Republicans seem to want to discourage people from voting.	78404559	politifact10371	1
Prayers going up for the families who lost loved ones and for the first responders.	1392856753	politifact15399	1
While under investigation, NO VOTE!	29695082	politifact13469	1
Thanks Syl.  All that evidence you just shoveled his way was awesome.  We will win this thing because truth is what we say it is. Keep up the great work.	950057190559244293	politifact13469	1
Freedom of religion or no religion.	920051699808550912	politifact10371	1
But he just put tariffs on 34 billion Chinese goods lol	882783233406103552	politifact10371	1
"Accurately describing a politician's pandering to neo-Nazi extremists is good.

Lying to pander to neo-Nazi extremists is bad.

This is because telling the truth is good, and lying is bad, and also because pandering to neo-Nazis is bad.

Hope that helps."	836671032	politifact10371	1
Jerusalem is the capital of Israel.	4010248637	politifact10371	1
I know. I saw thats its fake. Doesnt take away from the fact that he doesnt understand women.	438948090	politifact13687	1
#FOXNewsIsTheEnemyofThePeople #FOXNewsIsTheEnemyofThePeople #FOXNewsIsTheEnemyofThePeople #FOXNewsIsTheEnemyofThePeople #FOXNewsIsTheEnemyofThePeople #FOXNewsIsTheEnemyofThePeople	229890719	politifact13469	1
Ikr??	280759844	politifact13687	1
Tape em and replay them for Christmas presents	4766485687	politifact7888	1
"Accurately describing a politician's pandering to neo-Nazi extremists is good.

Lying to pander to neo-Nazi extremists is bad.

This is because telling the truth is good, and lying is bad, and also because pandering to neo-Nazis is bad.

Hope that helps."	836671032	politifact10371	1
Frigging child rapists	165781060	politifact14516	1
Been ready since Jan. 20, 2017.	1255975200	politifact304	1
"Temba hanty zviri kuitwa naED  wako here..
Takataura kare kuti timmu iyi  haiite  bt apa waakunyebera kutiza  kuna RGM ko commit yenyu yakaitei??"	987073128798015489	politifact10371	1
"Jesus loves the little children
All the children of the world
Red and yellow, black and white
They are precious in His sight
Jesus loves the little children of the world"	827282938953822208	politifact10371	1
President  of  US ISIS.	4050064697	politifact15371	1
Good plan for develop country.Democratic party want to get power without any program for future.	2355017250	politifact13469	1
How stupid can you be !....and then the guy goes and build a museum , honouring him self so pathetic !!!	959285187623309312	politifact15570	1
"Article III [The Judiciary]
Section 1. [Judicial Power Vested]
Section 2. [Scope of Judicial Power]
Section 3. [Treason]"	3117674405	politifact13469	1
He represents VT.	2183493546	politifact11416	1
I haven't had to go anywhere to vote in over a decade. I love it. I make sure to take pictures of the ballot before I mail it though. I like receipts.	801282509891715073	politifact10371	1
Mormons worship money. To Mormons a responsible person is a rich person.	140365664	politifact6730	1
What????	4360794799	politifact13687	1
Candace thank you for your tenacity, your strength, your fearless spirit.  You are truly an inspiration.  I pray each day that your voice is never silenced, instead that it continues to grow louder and stronger.	1051198593099431936	politifact13469	1
"Eh...no worse than ""If if if if if if if if if...um"""	996457363514241024	politifact13469	1
Libertarian Party voter registration has surged 92 percent over the last 10 years, according to Ballot Access News, while Democratic registration has declined 8 percent and Republican registration has dropped 5 percent.	31464977	politifact304	1
Pen, Copic markers, watercolor paper.	47537002	politifact13469	1
???????????	210798121	politifact13687	1
"I bet #Iran has more #Obama #Clinton #Kerry Bombshells to drop. 

#MAGA #Patriots #TrumpKimSummit #IranDeal #TaxCuts #BuildTheWall #QAnons #MuellerWitchHunt #U1 #Pizzagate #Clinton #McCabe #Comey #Kerry #McCain #Lynch #Traitors"	3409126392	politifact15570	1
Fox News folks injecting propaganda and lies on every news station.	230537810	politifact13469	1
How the actual f*ck is removing votes even possible.......	715524719089475584	politifact10371	1
May the grace of the Lord and the fellowship of the Holy Spirit and the love of Christ be with you and your family now and forever. In the name of Jesus Christ.	3938155943	politifact15501	1
Tarap Tarap k?	348584000	politifact10371	1
"#Illinois  is one of the first States Turkish people immigrated from 1940s. One of them is 98-year old Mrs Safa Suleyman. We thank Illinois for being home to so many Turkish-Americans and  extend our gratitude for respecting diversity. 

Happy Birthday Illinois. #Illinois200"	297427146	politifact13469	1
 ...  ...  ... 	18101810	politifact14036	1
Fascism is indirectly murdering hundreds of thousand people to punish a ruler of a nation & then saying it is worth it as a policy of the government as Madeline Albright said	57808442	politifact14114	1
The faithful Lord Almighty will richly bless you and make you fruitful and increase your numbers. He will increase you a thousand times more and bless you as He promised. He will richly bless the fruit of your womb with all of God's blessings. In the name of Jesus Christ.	3938155943	politifact15501	1
Nailed it.	842476519574364163	politifact13469	1
Texas is a right to work state. Texas teachers have no contract negotiations. If Texas teachers strike or protest, they will be fired, lose their certification & their state pension, which they mainly pay into. Texas legislators hate public school teachers.	890277711188512768	politifact7888	1
Scaramucci is done. 	273158846	politifact13469	1
If you don't have a strong opinion in this game you don't belong in it. You do you...if it works for you, God bless. I've been doing me for a while and I'm happy with the way things are.	275599856	politifact10371	1
??	193759500	politifact13469	1
"No one would carry a dog they loved like that. They are mere things to these people.
Totally devoid of compassion."	29075225	politifact10371	1
Infelizmente... Urgentes e crescentes!	3037473357	politifact14114	1
Psychopaths	867698981106790400	politifact13469	1
We are half of Japan and China. Asia crumbles long before the US	785231424664309760	politifact14114	1
"#TreasonSummit 
#TreasonSummit 
#TreasonSummit 
#TreasonSummit 
#TreasonSummit 
#TreasonSummit 
#TreasonSummit 
#TreasonSummit 
#TreasonSummit 
#TreasonSummit 
#TreasonSummit 
#TreasonSummit 
#TreasonSummit 
#TreasonSummit 
#TreasonSummit 
#TreasonSummit 
#TreasonSummit"	119704358	politifact14036	1
Zac doing more damage to the LGBTQ community.	740683436873158656	politifact13469	1
Image by Mona Chalabi! Data from US Census Bureau.	1496117827	politifact10371	1
What does she mean serve 5 more years,  I think she means sleep for 5 more years	1018954239585013761	politifact13469	1
"This guy is NOT related to the wildfires in the area.
Just a random homeless dude, making a campfire."	911782056	politifact14664	1
???????????????	1241867528	politifact10371	1
This makes the case against PPR leagues. No need to supplement WRs with points over RBs who only get 14 carries in the highest scoring MNF ever.	2830261188	politifact13469	1
"Fascists are leftists...period. Classical liberals or ""conservatives"" in America want smaller government and less governmental control...so they the opposite of fascists."	432627767	politifact14114	1
Now that is interesting. Truth shall prevail!  Let it be shouted from the housetops...truth cannot stay hidden. Be sure your sins (yours & mine) will be found out.	57413451	politifact15570	1
Yawn.	2288428603	politifact10371	1
You should have listened better to & about what Trump said. You do have your head up your ASS & you should resign	3024085494	politifact7888	1
Yes, few followers. That should not make my observation or opinion less in your eyes. I participate. Have a nice day.	99954954	politifact13469	1
"Jesus cares for all the children
All the children of the world
Red and yellow, black and white
They are precious in His sight
Jesus cares for the children of the world"	827282938953822208	politifact10371	1
Whaaaaa........	18578545	politifact13469	1
Drunk again???	532611579	politifact13469	1
"I am a native Georgian and I am very offended by your comment.  
 Georgia has some of the highest intellectual people and one of the best educational systems in this country. Why do you think the CDC has it's headquarters in Georgia????"	780584470051115008	politifact13469	1
The GOP are so used to cheating to win elections that when the DEMS are winning by every vote being counted there has to be something wrong going on according to GOP.	870724743527190529	politifact13469	1
"Love u Mr.
How are doing"	951292753794748416	politifact10371	1
We have met the Enemy, and his name is Trump...	927952376337543168	politifact14036	1
Accept emigrants and work visas, or die.	3059391712	politifact14114	1
Show anger in a different way.  Be a force for good.	1077950875	politifact14564	1
"Yes!!!! Those #Democrats that scream the loudest have the MOST to hide

And funny how THEY are the ones who HATE President Trump so, so much (practically spitting saliva from their mouths whenever they rant & rave about the BEST President EVER

#WWG1WGA"	2861543046	politifact304	1
yang mana? jersi putih? yang tu Thailand 	883817172	politifact10371	1
Yawn.	1520825496	politifact10371	1
Isu machinja we are not gullible zvedu. 	753279026307923968	politifact10371	1
nao, onde vc viu isso?	28958495	politifact13469	1
In fact, President Obama was actually called a climate denier recently by at least one environmentalist group, precisely because he celebrated the U.S. energy revolution.	18379407	politifact13469	1
Bubble burst.	28954265	politifact13469	1
I don't think it is a conspiracy, I think it's hysteria. Scientists found a influence of co2 and MSN and politicians took it to the level of hysteria.	3395947041	politifact14506	1
Alternatively, members of Congress have been posting more anger-inducing content since the election of Trump.	3302417428	politifact10371	1
#TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit #TreasonSummit	938953296454340609	politifact14036	1
Missed the early show. I'll catch it when it comes around the second time. Looking forward to it. Got my coffee ready. 	61015704	politifact13469	1
Should she come with Opera.Obama, etc and hold her hand..	1075379670	politifact13469	1
causing numerous casualties and damaging properties and infrastructures. Since August 4, 2018 that area in Northern California is proclaimed , a national disaster . But till last Saturday, November 10, 2018 Mr. Trump paid little attention to that national disaster!	3836043316	politifact13469	1
You just keep on dancing.	772658469782511617	politifact13469	1
Inga vakuru maiti Ed vakuziva zvavari wani ko zvaipei zvekare??	2873738457	politifact10371	1
Diarrhea of the mouth. UFB	45966035	politifact7888	1
Military is sworn to uphold and protect the constitution NOT THE PRESIDENT.	43482450	politifact13469	1
#Millennials are the most racially #diverse voting demographic. Does that mean they're most likely to face voter suppression? In the context of both generational and race-based blame around #elections it seems irresponsible to publish this without including that context. #racism	843552962819637250	politifact10371	1
November will tell.	565607870	politifact10371	1
Syria is bombing al Qaeda and ISIS and numerous other US/Israel sponsored terrorist groups. They are liberating Daraa as they liberated Aleppo. Over 500000 have already returned to Aleppo and life is returning.	1010088065887596544	politifact10371	1
Be careful about taking what's in the media as gospel truth. Remember we're in the campaign season and some papers are not beyond smearing opponents of their preferred candidates.	303149443	politifact10371	1
Pakistani don't want him, he is a blood cancer	908055256919048192	politifact10371	1
Draft stock of cornerbacks went up.	985760680992108546	politifact13469	1
Prostate cancer?	797698711090561024	politifact15109	1
The Lord will equip you with everything good for doing His will and He will work in you what is pleasing to Him through Jesus Christ. You can do everything through Christ who gives you strength. You are God's friend. You are God's field and you are God's building. In Jesus name.	3938155943	politifact15501	1
Beto???	1045156452233596929	politifact304	1
The faithful Lord Almighty will fill you with a wonderful, inexpressible and glorious joy. You are the children of His inheritance. An inheritance that can never perish, fade, destroyed or lose its beauty kept in heaven for you. In the name of Jesus Christ.	3938155943	politifact15501	1
You cant make me relive it.	2477687658	politifact751	1
A circus pays better and faster than a factual presentation. It's also about the audience he is targeting...	964082764793503744	politifact10371	1
Tennessee is the largest automotive manufacturer in the Southeast.	23074563	politifact10371	1
I'm 15 years old and m a motivational/inspirational speaker,my mum likes the advice I give her , she always come to me for advice, I even reach out to my friends and they like it, even those I don't know, but I feel I am not reaching alot of people what can I do??	946166819869556741	politifact13469	1
Dr Martin Luther King is rolling in his grave	875331966689615872	politifact13469	1
#TreasonSummit   #TreasonSummit        #TreasonSummit     #TreasonSummit           #TreasonSummit         #TreasonSummit       #TreasonSummit        #TreasonSummit         #TreasonSummit          #TreasonSummit      #TreasonSummit  #TreasonSummit         #TreasonSummit	1659341761	politifact14036	1
1. Jobs numbers are grrrr-eat! Actually, Obama USA job numbers were high due to multiple part-time jobs (e.g. loss of full time employment).  Next...	1126253876	politifact13469	1
WUT???????	48438556	politifact13687	1
Rules are not necessarily sacred, principles are. Franklin D. Roosevelt	367670522	politifact10371	1
Judgy much? Shes not a good enough Christian cause you said so.. ok satan.	3415079800	politifact13469	1
He usually plays with trump and Kim Jong-un.	1222659984	politifact7888	1
President of the A/V club.	823014074527207424	politifact13469	1
Those are not appropriate things to say (even if were any truth to them) before #JohnMcCain has even been laid to rest. Gentlemen just do not speak in this manner especially at such a time.	567638278	politifact14114	1
Or screaming at women simply trying to access reproductive healthcare.	28989533	politifact13469	1
"Hahahaha!

Nne idikwa anya ukwu oh."	2487079045	politifact10371	1
I am so proud of you...for standing for Donald Trump, now PE Donald Trump, when you were laughed at and mocked!!!	2419964143	politifact7888	1
"#TreasonSummit
 #TreasonSummit
 #TreasonSummit
 #TreasonSummit
 #TreasonSummit
 #TreasonSummit
 #TreasonSummit
 #TreasonSummit
 #TreasonSummit
 #TreasonSummit
 #TreasonSummit
 #TreasonSummit
 #TreasonSummit
 #TreasonSummit
 #TreasonSummit
 #TreasonSummit
 #TreasonSummit

RETWEET"	1002623461892677632	politifact14036	1
Hang this around his bigoted neck that holds up his empty head.	751377900037865472	politifact13469	1
zionism welds the contradictory poles of jewish autonomy and racial capital into a unity. inevitably it results in racial capital expressing itself as jewish autonomy. the more and less chauvinist tendencies may strain against each other, but it's trajectory was set from day one.	896253035881668608	politifact10371	1
Drunk or not??	993082704576106497	politifact10371	1
Nigeria and our unconstitutional constitution	1393970132	politifact10371	1
Not hush money!  A legal financial contract that is an asset.  A royalty/put that should be reported to the FEC and OGE on every financial disclosure form! NDAs are Assets!  Disclose or forfeit!	2838320248	politifact13469	1
Scaramucci????	814970187980144640	politifact13469	1
Really shows the quality of the league compared to Europe.	983398224680468487	politifact13469	1
Palestinians have no historical claim to Jerusalem.	3392265886	politifact10371	1
Things are much better than a few years back but with huge national debt public finances are still perilous and vulnerable to downturn. Govt needs to stand up to vested interests and heed advice of the Fiscal Advisory Council	762678552072511488	politifact10371	1
DISGUSTED..	40224741	politifact13687	1
You're so lucky. I want fireworks without asking for it on my birthday. Every year.	2720919835	politifact10371	1
If they question, they'll lose access to the politicians who will lie unquestioned but who won't be questioned because they'll lose access to the politicians who will lie unquestioned but who won't be questioned because they'll lose access to the politicians who will lie 	33584873	politifact10371	1
Bla bla bla bla bla bla bla!	1618659962	politifact10371	1
"And I see no bravery
No bravery
In your eyes anymore only sadness
And I see no bravery
No bravery
In your eyes anymore only sadness
Only sadness"	68116632	politifact10371	1
Swallowed.	21172820	politifact14036	1
Puerto Ricans are not immigrants {legal or illegal). They are American citizens.	704236588	politifact10371	1
why? because he didnt insult Putin unfairly?	420063796	politifact10371	1
Caputo?!	817482140728246273	politifact13469	1
Thank you Rep http://KevinYoder.You  are a true Leader Another Nelson Mandela	907712851971858432	politifact13469	1
Trump would need a golf cart for the victory lap. Trump lied about agricultural products being included in the EU deal. Kudlow just lied about this. EU officials say Ag products not included.	562242110	politifact13469	1
Bought.	88819313	politifact13469	1
#deportFLOTUS #deportFLOTUS #deportFLOTUS #deportFLOTUS #deportFLOTUS #deportFLOTUS #deportFLOTUS #deportFLOTUS #deportFLOTUS #deportFLOTUS #deportFLOTUS #deportFLOTUS #deportFLOTUS #deportFLOTUS #deportFLOTUS	1008830326620082176	politifact13469	1
The faithful Lord Almighty will grant abundant prosperity to His Excellency President Barack Obama, to the former First Lady Michelle Obama and family in every area of your life. He will make you the head, you shall be above only and not beneath. In the name of Jesus Christ.	3938155943	politifact15501	1
I'm so shocked .....	1658757204	politifact14750	1
Who ever is against the children of Chukwu Okike Abiama, shall be destroyed by the gods of the land.	944603890544271360	politifact15270	1
Nina turner???	1010886951522598912	politifact13469	1
"Oxford Dictionary definition of Populism - A political approach that strives to appeal to ordinary people who feel that their concerns are disregarded by established elite groups.

Sounds like a definition of Democracy to me."	3764818276	politifact14114	1
He didnt like states rights.	26986277	politifact10371	1
We got to stop spread of #Muslim fanaticism and we can only do it by working with good #Muslims and by caring for them	489371892	politifact979	1
Waste of time.	342681065	politifact14114	1
Kelli doesn't talk about Elvis...  on her page...	806950873758830593	politifact13469	1
File a lawsuit.	882980005365530624	politifact10371	1
"Excuse me while I return to Tuesday's news. 

#DemocratsTakeTheHouse
#DemocratsTakeTheHouse
#DemocratsTakeTheHouse 
#DemocratsTakeTheHouse
#DemocratsTakeTheHouse
#DemocratsTakeTheHouse 
#DemocratsTakeTheHouse
#DemocratsTakeTheHouse
#DemocratsTakeTheHouse 
#DemocratsTakeTheHouse"	775482843191398401	politifact13469	1
And according to the press at the time Obama could not do anything wrong; today's press claims Trump cannot do anything right.	41589652	politifact15501	1
Everyone knows guns were invented by Frederick Douglass to allow the Eloi to defend themselves against the Morlocks...Sheesh!	3242394666	politifact14356	1
Who are they & where are they?	858752998562037760	politifact15570	1
Que mordio estas....	869443705773711360	politifact13469	1
"Most rural areas are staffed primarily with immigrat doctors. 
Most rural areas voted for Trump.
Go figure."	265514380	politifact10371	1
Denzel is not only a great actor but a tremendous patriot. God bless you Denzel. MAGA 	3149615595	politifact15298	1
This story is a hoax. The NFL has not fined the Steelers. You should delete this tweet.	1140923334	politifact14564	1
This makes sense, Liberals are liars and cheat to win or fool their constituents, only way they can win anything, terrible platforms.	44124876	politifact14750	1
Good work youre doing over here. Respect	339070345	politifact10371	1
temps have always changed... earth is at an angle every cycle around the sun differs	791192401310277632	politifact14506	1
WTF?!?	353787103	politifact15371	1
and tending their crop, harvesting it,taking it to market, and selling it. That's it. Socialists steal all the land, force the workers to plant the crops care for them, and harvest them, then steal the harvest leaving the workers to starve.or they round up all the Socialist	2229388000	politifact14114	1
Maine voters needed to be canvassed one by one.	1458322519	politifact13469	1
"Trump ""DECIDING"" tather or not to turn over an America ambassador to Putin?!!!! WTH?"	1327880683	politifact13469	1
Obama must face justice.	4729775822	politifact15270	1
I dont trust him to deliver a State of the Union. He doesnt do anything he does not want to.	813572101550604288	politifact13469	1
