text	user_id	news_id	cluster
God is waking people up. I am not religionist. I do pray and I am an independent realist. President Trump is sent by God.	730040955152285697	politifact15501	1
Imagine what it would be without 24/7 negative news coverage.	1334108503	politifact15501	9
He has done the work of like 3 presidents.	976345683681619968	politifact15501	10
Nonstop winning	4821466157	politifact15501	5
TRUMP 2020 	826226738493550593	politifact15501	0
#maga	715693459164831744	politifact15501	5
Imagine when steaming manure stream media is only 80% negative on Trump ... where his approval ratings will be	878797006139002880	politifact15501	3
Where did this come from lol	47540812	politifact15501	0
Lying propaganda	776815481995034624	politifact15501	5
Reading the first 7 words shows the bias.	983733025711128576	politifact15501	7
Not that beating Obama's approval rate should be impressive. The guy is a Kenyan born liar that never should've been President and I'm still in hopes one day his presidency will be exposed as the fraud it was	4618051581	politifact15501	9
Definitely, the greatest POTUS America has ever fielded.	197521043	politifact15501	7
Yeah no	3796471528	politifact15501	0
Love my POTUS!!	1467850530	politifact15501	0
And im sure its understated.	970006599388495873	politifact15501	10
The gateway pundit??  Really??   	2977413549	politifact15501	10
Coming from you this is most likely a lie.	953698338842513408	politifact15501	6
Love my president.	3406292375	politifact15501	10
Awesome President	965095457511890944	politifact15501	5
Despite the constant attacks by the main stream media and the Democrats endless blocking.	10073222	politifact15501	10
Greatest President Ever	912022244808732672	politifact15501	10
Winning!	996815066250047489	politifact15501	0
#KAG	2277050444	politifact15501	0
Not true, but nice try.	934995179211280386	politifact15501	6
Thank you. mr men at work!	715693459164831744	politifact15501	6
You have a good eye!	970006599388495873	politifact15501	0
You only get Fox news in Australia?	2977413549	politifact15501	2
The reason for this is that our previous president was so bad that people are now supporting a real president	41875658	politifact15501	7
That's the stupidest thing I'll read all day.	825397994778398720	politifact15501	0
This from a Purple Monkey Cupcake	15984832	politifact15501	4
It is really 8 to 10% higher.	752359089338998784	politifact15501	7
Has to be.  He even has a train!  Woowoo.  All aboard...#TrumpTrain2020	970006599388495873	politifact15501	9
The Trump train added 50 more luxury cars to hold all the former liberals switching from moron to MAGA.	878103063827021824	politifact15501	3
Best caption	970006599388495873	politifact15501	0
 You wish.	964725891036217350	politifact15501	10
You wish the facts were wrong like every other lib.	15984832	politifact15501	6
On the downside Trump is about to create some nasty enemies.  May God keep him safe.	51896660	politifact15501	10
That is because he puts America first.	51896660	politifact15501	10
MAGA	816055452136075266	politifact15501	5
Lol...	999677686896349184	politifact15501	10
#Winning	3255975217	politifact15501	0
Meanwhile, the media is working feverishly to turn that into a negative.	312340659	politifact15501	7
*than not then	798674287876067328	politifact15501	4
Just try to imagine what it would be if the msm press was as enamored with Trump as they were with BHO...  it would be 80%	787644325	politifact15501	3
More xanax on the dessert menu tonight.	979768312455249920	politifact15501	10
WOW!	2901338851	politifact15501	5
Keep it up trump	952573844488900608	politifact15501	0
#MAGA	274684085	politifact15501	5
Not a bit surprised.  He's just getting started! #MAGA	965314350826295296	politifact15501	1
Love it 	3071030019	politifact15501	10
Trump was made for this moment in history. His prophetic purpose in life. Everything in his past prepped him for the NOW!  He says what we think. He does what we cannot. He is uber uniquely qualified.  Thank you God! Merica.  #DJT	777261746650316800	politifact15501	7
The country loves this President.	1080529506	politifact15501	1
"""Big Daddy Trump"" the most vehemently opposed sitting President by the trendy socialist media getting shit done."	999452080669675521	politifact15501	8
We love Trump!	2962280833	politifact15501	6
Awesome my dear friend	39286438	politifact15501	0
Delusional	2751272117	politifact15501	6
Can you just imagine if The Corrupt pollsters took an honest poll.   Trumps Approval would be Double what they are showing	975217231	politifact15501	9
I absolutely agree	948289692482572288	politifact15501	5
As much as I love Reagan, Trump is the greatest President of my lifetime and with the exception of Lincoln, probably all time	754062058530844672	politifact15501	8
The man the world needed. And just in time.	952360517884104704	politifact15501	10
"Cara Ben - I had students whose name was followed by Ben - just wondering. 
The approval rating is higher b/c #PresidentTrump will be remembered as the greatest President who ever lived. 
His will be the Standard going forward  
Reagan held the mantle for decades."	336202987	politifact15501	3
hey libs dont choke on your coffee today	2714797165	politifact15501	0
"Who really approved of Obama while in office? I mean, really? Especially after 2012 election when many were woke. 
I don't believe the high numbers they gave Obozo after so many fake polls we seen."	16106016	politifact15501	9
President Trump just an amazing guy, love him!	415175014	politifact15501	1
Ronald Reagan was an Actor and my father in law Jimmy Loucks at Fox Stuidios took him under his wing. Ronald Reason was very quiet and when Nancy came into his life he got even quieter but he was a kind and gentle man that just wanted to be a Western Cowboy in the Movies.	872817643983519745	politifact15501	3
I have said that all along! I am sure it's way higher than any of the networks will ever report.	298633547	politifact15501	9
Rasmussen. http://LOL.LOL.LOL . NO WAIT. LOL.	46561921	politifact15501	10
Good to know, Sarah.BTW, got your DM. Responding here, as I hate DM. As noted? Too confining. TOO many mistakes. Fat fingers?	836641132603809792	politifact15501	7
Winning!	826084307567595521	politifact15501	0
Of course, never doubted it. I love our President Trump! 	825851907012968448	politifact15501	9
And can you imagine if the Press didn't demonize Donald Trump at every turn.	948609283800944642	politifact15501	7
That will be the lead story on CNN....NOT	513876919	politifact15501	6
"And that's with the press almost always praising Obama and constantly trashing Trump. Can you imagine President Trump's approval rating if the press gave him a fair shake?

MAGA!"	86382285	politifact15501	10
I love President Trump. 	983200186217492480	politifact15501	1
They call you	788738939939090432	politifact15501	5
The thing that's interesting about Trump's approval numbers is it's upward trend in the headwind of overwhelmingly negative coverage.	19273421	politifact15501	7
Why	1002850410292502528	politifact15501	5
International policy & getting out of the swamp with rallies & talks is pure Gold.	863571057202036737	politifact15501	10
But CNN, who couldn't stop telling us how good Obamas number were, wont tell us this. Instead, they only report the negative numbers. People can see what CNN is doing. They are reporting their version of the news with their own editorial opponions in every story.	976206931789582344	politifact15501	8
Surprised......nah 	72983540	politifact15501	6
As his rallies continue to be a huge success...his popularity is bigger than any poll will tell you.	799264962	politifact15501	1
Boom! Boom! Boom!  POTUS 45 bold, Brave, brilliant!..Who cares about approval ratings we are all about getting things done and Promises Kept!	2910439038	politifact15501	8
It will keep rising! This is the most patriotic President we have had since Reagan. He's not going anywhere anytime soon.	929939184978100224	politifact15501	8
This fact drives the left to strangle their kids and pets, too funny	2328722665	politifact15501	7
Think about it, Jeff. You're even less wanted by CNN than Jason Miller. That's just sad.	4350635654	politifact15501	8
Bah ha ha ha ha!! We all carry mini computers & lots of us can read & we pay close attention to the clown destroying our democracy.	281722462	politifact15501	8
Do you not understand the difference between facts and propaganda? Or are you knowingly pushing propaganda?	9208642	politifact15501	1
No matter how much you try, dear leader will never love you as much as his own daughter.	21219996	politifact15501	9
faux poll? Mkay.	4663790599	politifact15501	6
How is that possible?	2763056370	politifact15501	0
LIAR - Trump's job approval rating has risen to 44 percent in a WSJ/NBC News poll a 4-point rise from April and the same rating as real Presidents Obama and Reagan at this point in their presidencies but Obama/Reagan went on to see heavy losses for their parties. Happy Blue Year!	260032360	politifact15501	1
Was that a poll taken only with Trump family members?	44785696	politifact15501	2
Give me a break.	69175584	politifact15501	6
Nope	44273956	politifact15501	4
Lol, no it's not.	841827851926179841	politifact15501	6
Fake news	57350188	politifact15501	0
Stop lying 	259175859	politifact15501	5
Hahahhahhahahhahahhahahhahahahhahhahhahahhahahhahahahahhahahahahahahhahahahhahahahha FOX new poll is there I bigger crap on the planet.  I think not.	37835920	politifact15501	10
FALSE. UNTRUE.	914606573816881153	politifact15501	1
Nice, Jeff. Fox News polling their viewers, right? How do you stomach this nauseating and sickening trash? Pumping this despicable, sorry excuse and failed leader and human being leads you to the same end.	17721912	politifact15501	9
First and most importantly, who are you?  Second ... you forgot to highlight one key part of this story (fixed that for ya).	825014659728105472	politifact15501	9
And Washington, Lincoln & FDR?	190735158	politifact15501	6
Get serious.	474315720	politifact15501	10
Hacked bro?	753633468416798720	politifact15501	0
Trump on average 43.7% benefitting from the Obama economy. Obama was 47% dealing with the Bush economy. Cherry picking news like the #thirdreich	821429675222306819	politifact15501	8
Yeah, a Fox poll. Right.	821429675222306819	politifact15501	6
If you tweet it, does that make it true?	149962157	politifact15501	7
You may be wrong	441500344	politifact15501	4
Unemployed partisan hack says what?	70538266	politifact15501	0
Funny how the aggregate shows otherwise. And I see the second stupidest man on the Internet is once again spewing the nonsense from the stupidest man on the Internet.	14589429	politifact15501	9
That you're making a statement like this is laughable, considering Obama was working through a recession and Trump was handed a golden economy.	193289479	politifact15501	10
Those must be good drugs you're on.	902281785547120640	politifact15501	9
"""to the latest FOX News poll "" - get a real poll"	15853542	politifact15501	3
A right wing poll does not equate w his overall approval numbers in comparison to these presidents. Try harder	3725831532	politifact15501	9
No....it's not.  Sit down now.	582932632	politifact15501	10
Rasmussen again? Zzzzzz	18479820	politifact15501	6
Who lifted the rock to let you out?	756161688735518721	politifact15501	0
you must be so proud of being one of Trump's apologists. Reagan must be spinning in his grave. and I've been a Reagan critic. jeez Lou Eeez you are desperate	21718284	politifact15501	10
WONDER WHAT Could YOU be smoking or is THAT Brain Just programmed for BS all the Time?	23757702	politifact15501	5
"I do not belive it!! This is nothing but pure D ""alternative facts"" PERIOD!! The treasonous crook will be gone sooner than later. He will be remembered in history as the absolute worst president to now and forever!!!"	798356633336369152	politifact15501	9
You are bragging about a 1 point difference which is statistically insignificant from a poll that is always tilting right and laughed at by professionals. And for such a winner is under 50%. Pathetic Jeff	18479820	politifact15501	10
False.	926163855834619904	politifact15501	10
Really? Gateway Pundit?	21818858	politifact15501	10
Enjoy it while you can Jeffy. #goingdown #mueller	825531224575709184	politifact15501	10
No it isn't.	8616782	politifact15501	6
lol 35%	21175055	politifact15501	5
Same policies. Conservative judges. Energy independence. Tax cuts. Peace thru strength. Rebuild the military.	397545273	politifact15501	1
He won. We lost. #Hypocrites #HealthcareVoter	35638630	politifact15501	9
And Nazis are very fine people, don't forget the Nazis Jeff.	2583379885	politifact15501	8
Deficits.	274263703	politifact15501	1
Same policies? If so, we need to brace ourselves! Thinl agai : Reaagonics; tax cuts that later  delivered a recession to Bush #1, etc.	356617837	politifact15501	3
Detox	274263703	politifact15501	5
No correlation when it comes to morals, honesty, trust, loyalty, decorum or reverence for the Presidency. That, and a thousand other reasons, is why Trump will never expand that 40% base.	36501867	politifact15501	3
He won.	397545273	politifact15501	10
"How are you going to rebuild a military, launch wars of ""peace thru strength"" and also cut taxes? That sounds very expensive. Do you Republicans ever pay for anything or do you just keep passing the debt down to the next-generation?"	281909255	politifact15501	8
"Pay with Pray?

They're terrible people."	829124172467011584	politifact15501	9
Ironic considering the national deficit increased by about 8.5 trillion while Obama was President.	807777430395990016	politifact15501	7
petulant child	515683927	politifact15501	6
Why do you conservatives have to lie all the time?	66065019	politifact15501	10
So Christian of you ... lying!	515683927	politifact15501	6
I love this response from Kevin Kruse.	14589429	politifact15501	9
I was not a turducken fan before now.  This seals the deal on my disdain.	27440603	politifact15501	7
LOL. But the analogy was perfect.	14589429	politifact15501	6
Indeed it was.	27440603	politifact15501	6
That is truly amazing, considering the negative coverage he receives across the world.	589983471	politifact15501	7
I believe it. 	28277850	politifact15501	10
You never know with the fake news CNN and MS!	4031506633	politifact15501	4
And that's with the fake polls that oversample dems	1284577688	politifact15501	2
So much #WINNING !!!	725064846056640512	politifact15501	6
And according to the press at the time Obama could not do anything wrong; today's press claims Trump cannot do anything right.	41589652	politifact15501	1
Trump hit the ground running the day after inauguration and hasn't stopped yet!	2275083848	politifact15501	1
And against 90% or so negative coverage by media. Would be 99.9% IF HAD Actually Journalists in America today	918635976808910848	politifact15501	9
the circus is good this year	381401935	politifact15501	6
MAGA	816055452136075266	politifact15501	5
The loving Lord Almighty will richly bless you and your family blessings that will last forever. He will make you and your family happy forever. Your happiness will be like a crown on your heads. Gladness and joy will fill you completely. In the name of Jesus Christ.	3938155943	politifact15501	8
For whosoever shall give you a cup of water to drink in my name, because ye belong to Christ, verily I say unto you, he shall not lose his reward. Mark 9:41 KJV	3938155943	politifact15501	3
The faithful Lord Almighty will continue to teach you His ways so that you continue to please Him. The strong love that the Lord All-Powerful has for His children will make good things happen to you and your family. In the name of Jesus Christ.	3938155943	politifact15501	1
The faithful Lord Almighty will fill you with a wonderful, inexpressible and glorious joy. You are the children of His inheritance. An inheritance that can never perish, fade, destroyed or lose its beauty kept in heaven for you. In the name of Jesus Christ.	3938155943	politifact15501	1
I am Alpha and Omega the beginning and the end, the first and the last. Revelation 22:13 KJV	3938155943	politifact15501	9
God bless President Trump.	59822815	politifact15501	1
And thus shall ye say to him that liveth in prosperity, Peace be both to thee, and peace be to thine house, and peace be unto all that thou hast. 1 Samuel 25:6	3938155943	politifact15501	3
The loving Lord Almighty will let His light shine in your heart to give light of the knowledge of the glory of God in the face of Christ. You were bought at a special and precious price. In the name of Jesus Christ.	3938155943	politifact15501	1
Every good gift and every perfect gift is from above, and cometh down from the Father of lights, with whom is no variableness, neither shadow of turning. James 1:17 KJV	3938155943	politifact15501	3
Strengthened with all night, according to his glorious power, unto all patience and longsuffering with joyfulness. Colossians 1:11 KJV	3938155943	politifact15501	3
But my God shall supply all your need according to his riches in glory by Christ Jesus. Philippians 4:19 KJV	3938155943	politifact15501	3
The faithful Lord Almighty will show you a way of life that is even greater and excellent way. He will show you and lavish you and your family with love and mercy. He will cause His perfect goodness to pass by in front of you. In the name of Jesus Christ.	3938155943	politifact15501	8
The faithful Lord Almighty will show you the path of life and fill you with joy in His presence. He will show you and give you His incomparable riches of His grace. He will strengthen you, help you and uphold you with His righteous right hand. In the name of Jesus Christ.	3938155943	politifact15501	1
The loving Lord will richly bless you and your family with all of God's blessings. He will fill your house with good things. He will fill your house with His glory. He will give you and your family a happy and good health long life. He will lavish you with His love. In Jesus name	3938155943	politifact15501	8
So all the elders of Israel came to the king to Hebron, and king David made a league with them in Hebron before the LORD and they anointed David king over Israel. 2 Samuel 5:3 KJV	3938155943	politifact15501	3
LOL. So POX NEWS is where you get your info?  LOL	824501458557173761	politifact15501	6
Now unto him that is able to do exceeding abundantly above all that we ask or think, according to the power that worketh in us. Ephesians 3:20 KJV	3938155943	politifact15501	3
And we know that all things work together for good to them that love God, to them who are the called according to His purpose. Romans 8:28 KJV	3938155943	politifact15501	3
The good Lord has in store for you a crown of righteousness which the Lord the righteous Judge will award to you and your family on that day and not only to you but also to all who have loved His appearing. He will arm you with strength and makes your way perfect. In Jesus name.	3938155943	politifact15501	8
And I will make them and the places round about my hill a blessing, and I will cause the shower to come down in his season, there shall be showers of blessing. Ezekiel 34:26 KJV	3938155943	politifact15501	3
Lord has good plans for you. Plans to give you hope and a good future. You are a chosen generation. A Royal priesthood His own special people Since you are children of God then you are heirs, heirs of God and co-heirs with Jess Christ because you share in His glory. In Jesus name	3938155943	politifact15501	3
The faithful Lord Almighty is with you. He will take great delight in you. He will quiet you with His love. He will rejoice of you with blessings. He has planned good things for you that no-one can recount. The joy of the Lord is your strength. In the name of Jesus Christ.	3938155943	politifact15501	8
You have not chosen me, but I have chosen you, and ordained you, that ye should go and bring forth fruit, and that your fruit should remain, that whatsoever ye shall ask of the the Father in my name he may give it you. John 15:16 KJV	3938155943	politifact15501	3
And they that be wise shall shine as the brightness of the firmament, and they that turn many to righteousness as the stars forever and ever. Daniel 12:3 KJV	3938155943	politifact15501	3
Lord will bless the crops of your land your grain, the calves of your herds, the lambs of your flocks and the chicks of your hen with all of God's blessings. The unfailing love of the Lord is your comfort. There is nothing that can separate you from the love of God. In Jesus name	3938155943	politifact15501	8
The faithful Lord Almighty will richly bless you and make you fruitful and increase your numbers. He will increase you a thousand times more and bless you as He promised. He will richly bless the fruit of your womb with all of God's blessings. In the name of Jesus Christ.	3938155943	politifact15501	1
And I will multiply upon you man and beast, and they shall increase and bring fruit and I will settle you after your old estates and will do better unto you than at your beginnings, and ye shall know that I am the LORD. Ezekiel 36:11 KJV	3938155943	politifact15501	3
The faithful Lord Almighty will protect you and keep you and your family away from harm and watch over your life. He will bless you in the city and He will bless you in the country. He will bless you when you come in and He will bless you when you go out. In Jesus Christ's name.	3938155943	politifact15501	8
May the grace of the Lord and the fellowship of the Holy Spirit and the love of Christ be with you and your family now and forever. In the name of Jesus Christ.	3938155943	politifact15501	1
Thus saith the LORD thy Redeemer, the Holy One of Israel, I am the Lord thy God which teacheth thee to profit, which leadeth thee by the way that thou shouldest go. Isaiah 48:17 KJV	3938155943	politifact15501	3
And God gave Solomon wisdom and understanding exceeding much, and largeness of heart, even as the sand that is on the sea shore. 1 Kings 4:29 KJV	3938155943	politifact15501	3
The faithful Lord Almighty will grant abundant prosperity to the Vice President Constantino Chiwenga, to Mrs Mary Chiwenga and family in every area of your life. He will make you the head, you shall be above only and not beneath. In the name of Jesus Christ.	3938155943	politifact15501	1
The faithful Lord Almighty will grant abundant prosperity to the Vice President Mike Pence and family in every area of your life. He will make you the head, you shall be above only and not beneath. In the name of Jesus Christ.	3938155943	politifact15501	8
The faithful Lord Almighty will grant abundant prosperity to His Excellency President E. D. Mnangagwa of Zimbabwe, to the First Lady A. Mnangagwa and family in every area of your life. He will make you the head you shall be above only and not beneath. In the name of Jesus Christ.	3938155943	politifact15501	8
The Lord will grant abundant prosperity to His Excellency President Donald J. Trump of United States of America, to the First Lady M. Trump, to President Trump and family in every area of your life. He will make you the head, you shall be above only and not beneath. In Jesus name	3938155943	politifact15501	8
The faithful Lord will richly provide you with everything for your enjoyment. He will give you more than you need so that you will always have all you need for yourselves and more than enough for every good cause. He will enlarge your territory as He promised. In Jesus name.	3938155943	politifact15501	8
And the name of the second called he Ephraim: For God hath caused me to be fruitful in the land of my affliction. Genesis 41:52 KJV	3938155943	politifact15501	3
The faithful Lord will give you a wise and discerning heart so that there will never have been anyone like you nor will there ever be. He will make your heart be glad and joyful in His love and He will take care of you. He will fulfill all He has planned for you. In Jesus name.	3938155943	politifact15501	8
Then take silver and gold and make crowns, and set them upon the head of Joshua the son of Josedech, the high priest. Zechariah 6:11 KJV	3938155943	politifact15501	3
The gracious Lord Almighty will lavish you with the riches of His grace and He will lavish you with wisdom, knowledge and understanding. He will give you both riches and honor so that in your lifetime you will have no equal among leaders.  In the name of Jesus Christ.	3938155943	politifact15501	8
For whosoever shall do the will of God, the same is my brother, and my sister, and mother. Mark 3:35 KJV	3938155943	politifact15501	3
The Lord will bless all the work of your hands and He will bless everything you put your hands to. He will give you the desires of your heart and make all your plans succeed according to His will. He will give you success in everything you do according to His will. In Jesus name.	3938155943	politifact15501	8
The steps of a good man are ordered by the LORD and he delighteth in his way. Psalms 37:23 KJV	3938155943	politifact15501	3
The Lord will equip you with everything good for doing His will and He will work in you what is pleasing to Him through Jesus Christ. You can do everything through Christ who gives you strength. You are God's friend. You are God's field and you are God's building. In Jesus name.	3938155943	politifact15501	1
The Lord is not unjust. He will not forget your good work and the love which you have shown Him as you have helped His children and continue to help them. You are God's workmanship created in Christ Jesus to do good works which God prepared in advance for you to do. In Jesus name	3938155943	politifact15501	8
Thank you for what you have done for us. Well done. The good Lord and myself appreciates your good work. He will richly reward you. A good family brings good things out of the good stored up in them. He will keep your light shining. He will keep your lamp burning. In Jesus name.	3938155943	politifact15501	8
I want to use this opportunity to thank His Excellency President Donald J. Trump, the First Lady M. Trump, President Trump and family for helping others and myself to solve our problems. Thank you for your mercy and favor. Thank you for your lovingkindness.	3938155943	politifact15501	8
Fake news...	2788039146	politifact15501	10
If you believe that you believe in the tooth fairy	1357824078	politifact15501	0
The LORD recompense thy work, and a full reward be given thee of the LORD God of Israel, under whose wings thou art come to trust. Ruth 2:12 KJV	3938155943	politifact15501	3
He the best Presidents this country has seen since Regan!	879146491	politifact15501	0
You need to stop believing everything Donald says. He lies. His approval rating is in the low 30s.	1596147709	politifact15501	1
The faithful Lord Almighty will grant abundant prosperity to His Excellency President Barack Obama, to the former First Lady Michelle Obama and family in every area of your life. He will make you the head, you shall be above only and not beneath. In the name of Jesus Christ.	3938155943	politifact15501	1
The faithful Lord Almighty will grant abundant prosperity to His Excellency President Barack Obama, to the former First Lady Michelle Obama and family. He will make you the head, you shall be above only and not beneath. In the name of Jesus Christ.	3938155943	politifact15501	1
God bless Trump	633577458	politifact15501	0
#BestPresidentEver	890943576598818817	politifact15501	6
Can't wait for the meeting Monday hope everything goes well	1001276570143809536	politifact15501	6
"Obama's approval numbers fixed up &
Trump approval numbers fixed down.
Them's the Facts"	783668708447092736	politifact15501	1
I feel the same. The best in history. And we get to live it!	2277104641	politifact15501	8
I know it's exciting	1001276570143809536	politifact15501	7
No way you will see that on CNN	47681395	politifact15501	5
The establishment is trying to funnel all their hate to this one man. This man is just a spokesperson for all of us who hate the establishment...get the message ELITES..	996755018970812417	politifact15501	8
I'm waiting for the Trolls to show up on this one.	950452437806018560	politifact15501	7
President Trump is the best EVER	882215654824136706	politifact15501	0
We conservatives love the POTUS..	935909472274350083	politifact15501	10
Did you figure out the definition of majority yet?	20660348	politifact15501	6
What the fuck are you talking about? I simply said that he isn't supported by the majority of Americans, then you spent ages failing to prove that he was! Eventually agreeing with me by sharing a link that showed his approval at less than 50%.	20660348	politifact15501	9
He has a majority of electoral college votes, why is that so hard to understand ffs	303709614	politifact15501	6
No president has been more despised at this point in their presidency than Trump.	758660283413868545	politifact15501	1
#MAGA 	958340172	politifact15501	5
Awesome President	965095457511890944	politifact15501	5
Lou Donna. I totally agree . Now we have one of the greatest president EVER.	874735452582014976	politifact15501	9
Bravo!  #MexicansForTrump	770230152	politifact15501	0
Go Mr President, go! Keep on improving America. Make America great again.	353539116	politifact15501	1
the people, real americans who work and pay taxes, who have no axes to grind or errands to run and don't have to report and say what we are told, like the MSM think that Pres. Trump is the best President in our lifetimes.	1002241778152607744	politifact15501	8
Excellent. Pres he is.	110764724	politifact15501	0
As it should be	3995933597	politifact15501	0
"#LEADRIGHT #MAGA 
#CHINESEAMERICANFORTRUMP"	328506391	politifact15501	0
#LEADRIGHT #MAGA #CHINESEAMERICANSFORTRUMP	1004577425324367872	politifact15501	0
I don't think so.....	508615965	politifact15501	10
OMG... On the LOU Poll....LMBO	147102689	politifact15501	6
You've been drinking the koolaid	178424762	politifact15501	0
That's what I'm talkin about	3240238580	politifact15501	0
Great!	826976685190963202	politifact15501	0
And it is only getting better	820128989469700098	politifact15501	7
ROFL based on a Fox News poll	2325356607	politifact15501	5
Has been a Triple Crown Winner early on with all the opposition & obstruction.	864323597099249664	politifact15501	6
...No surprise, silent majority votes their hearts & billfold! Tired of negative media & TV reporting!	759485727969206272	politifact15501	9
If people would try listening to fox instead of all the lies on the other networks they would get the truth.  They are being deceived by them.	993636014722871298	politifact15501	1
Eliminate the low information voters and its 100%	491737310	politifact15501	10
LOVE YA LOU!!	225177416	politifact15501	6
Great news.	3198268078	politifact15501	10
But remember..Deplorables don't do polls	927675247402221569	politifact15501	2
Obama hated the USA.	2200521729	politifact15501	1
 #TRUMP2020	1003185114	politifact15501	0
