user_id,comment_count
1001343811623108609,1
1001347421547347968,2
1001362554856378368,2
1001368796429303808,3
100137299,1
1001377785099800576,1
1001407042953863168,1
1001408816217403392,1
1001422984488222721,1
1001439375606059008,1
1001445816609968128,1
1001447683004002304,3
1001449234783227906,1
1001458484553158656,1
1001463694092591104,3
1001463750,1
100146431,2
1001466345681276935,4
1001476004416704512,1
1001477981460664320,2
1001479215890317313,1
1001485225174683649,1
1001486375278055425,1
1001488368927232000,1
1001490667338682368,7
1001491278058655745,1
1001494844865363968,1
1001499759155273728,2
1001503138333982720,1
1001512331308818432,1
1001515385873514501,1
1001523521435074560,1
1001524274107109376,1
1001531246902734848,1
1001531746708590593,1
1001532528229081089,1
1001534472448163840,1
1001537376240402433,4
1001539192357359617,1
1001539866855751680,1
1001542927846465539,1
1001543456127442944,1
1001544424277475329,1
1001544665999527938,1
1001547627459047424,1
1001548019869929474,1
1001557055239540736,1
1001561299669716992,1
1001564075199991808,1
1001570110455386112,2
1001575696781717504,1
1001576003108528128,1
1001576105453604864,1
1001579075670917121,2
1001583006233038851,1
1001584903920783362,1
1001586599359115269,1
1001587418234056706,1
1001589073440489472,1
1001589257973182465,1
1001591889584369665,1
1001593919061323777,2
1001594325380288512,1
1001594695993217024,1
1001594732286566401,1
1001597979931758592,2
1001599459166474240,1
1001608152704471040,2
1001608481361813504,3
1001609424702726144,3
1001611310939881478,1
1001615965971460096,2
1001618343432892417,1
1001621842627612672,1
1001624917320830976,1
1001625343181107200,1
1001629831254208514,1
1001637983748009984,4
1001640597143326721,1
1001640763359293442,1
1001642380683038720,1
1001647764801925120,1
1001648697153900544,1
100165378,1
1001654556055494658,2
1001655901923696640,1
1001665106407776263,1
1001665643207262208,1
1001665679605555200,1
1001666015472902144,1
1001666380310175746,1
1001670572386988033,2
1001687321597661186,1
1001692010338836480,1
1001707548825833477,2
1001713092064137216,1
1001733542315835393,1
1001736589545009152,1
1001770356322029569,1
1001778613228892160,1
1001784814398197761,4
1001787265348071424,1
1001790111011475456,1
1001792028534018049,1
1001795875029499906,1
1001796194136395776,1
1001796301326036992,5
1001797183350476801,3
1001807134693130240,1
1001825303310884871,2
1001827156199014400,1
1001829045955432450,1
1001833216402251776,1
1001836009548668928,1
1001836083380936704,1
1001838542316687362,1
1001838799557615616,1
1001841478153338880,1
1001848025906667521,1
1001848450311507970,1
1001849452938735616,2
1001857544590065665,1
1001858120975552512,1
1001861975863906308,1
1001863080819724288,1
1001865921231699968,3
1001869808475037696,1
1001880369828839424,1
1001881494716067840,3
1001881684374179840,1
1001886852461318144,1
1001889349,2
1001894200441430021,1
1001895538814586881,1
1001898608348811265,2
1001900094331936770,1
1001900177786011649,1
1001900446297051136,1
1001901711760470016,1
1001907408522723328,2
1001908531434434560,1
1001914256755916800,1
1001914657177788416,1
1001930809589182464,2
1001934414371172352,2
1001937271732523010,2
1001940290691895296,1
1001940547278442497,1
1001941276655267841,1
1001944935082455040,1
1001945411525992448,2
1001948315284631552,1
1001949436543750145,1
1001965839602593793,2
1001968497134485506,1
1001973463358361603,1
1001977997719519232,2
1001980315634561024,1
1001981287349932032,1
1001982062121762816,4
1001989472290996225,1
1001990518811824128,1
1001990764426129408,1
1001991257776885760,1
1001995111427911680,2
1001998468628566016,2
1002000614409359360,1
1002001718677131264,2
1002003785797926914,2
1002005867951218698,1
1002008195336814592,1
1002012019015475200,1
1002018000759816192,1
1002018872709582849,2
1002020905860718593,2
1002023698952433664,1
1002024394213023744,4
1002027545154420737,1
1002029451545399297,1
1002045285588090880,2
1002048848842248193,1
1002051929135083522,1
10020552,3
1002058675832303617,1
1002069722051919872,1
1002074511573893122,1
1002101719,1
1002110574,1
1002118394227781632,1
1002128502651539461,1
1002131649289752576,1
1002137195820474368,1
100213863,1
1002145176494600193,1
1002147542983958528,2
1002148830983241728,2
1002153698339053568,1
1002155536127799297,2
1002157312671387649,2
1002168143681212423,1
1002169777811611649,3
1002174688368316416,1
1002180434166468608,1
1002182133841039360,1
1002186907605000192,1
1002192379007455232,1
1002196082963644416,1
1002196391006015488,1
1002198990463565858,1
1002199147901005824,1
1002204251454672897,2
1002208941525356551,1
1002219289879851008,1
1002220095878418432,2
1002231693132972032,1
1002241230783287296,3
1002241778152607744,1
1002241992523468800,1
1002244653897351168,1
1002246414569586688,1
100226095,1
1002269968178786305,1
1002270483411296256,1
1002282069534404608,4
1002284890170314752,1
1002288624136802304,1
1002290605903433729,1
1002297411518259200,1
1002298130388410369,3
1002302424,1
1002309134501535744,1
1002310299377074178,1
1002312332578623491,1
1002319628578836482,1
1002321299761434626,3
1002322621,1
1002322682711506944,1
1002343791142035457,1
1002351,2
1002351225336160258,1
1002351264968118272,1
1002356348716281856,5
1002361225488027650,2
1002371055426703361,1
1002372890241720323,1
1002374245094252544,2
1002378390,2
1002378437250519040,1
1002383524496674816,2
1002390547296915457,1
1002394240700149762,1
1002395332334977024,1
1002396109661261824,1
100239630,2
1002406214419009536,1
1002406802133221378,1
1002413642887950337,1
1002420346283151360,3
100242390,2
1002426206,1
1002426468142440448,1
1002431569573961728,1
1002432642720129024,2
1002434319380635650,1
1002443271933710336,1
1002444984094633984,1
1002448905240563713,1
1002459773378420742,4
1002461810639990784,1
1002465021123678208,1
1002476044702666752,3
1002479973817610240,5
100248023,1
1002492193909723137,2
1002492708915695616,1
1002495506889756672,1
1002509149987581952,2
100250921,4
1002511763030462464,1
1002518333181349888,1
1002520101386502145,1
1002522493914157057,5
1002523627,1
1002538113384710147,1
1002539026174414848,1
1002542714708283392,1
1002542719271567361,1
1002542929511092224,1
1002543536,1
1002545393828278272,1
1002553120243798018,1
1002554566800494593,4
1002558206055452677,1
1002560909750030336,1
1002578191603683329,1
1002578507438919680,1
1002578816341037056,2
1002584946312187904,1
1002585513084293123,1
1002586533357072386,3
1002589801416028161,1
1002600985225826305,1
1002601158395990018,1
10026012,1
1002606947072389120,1
1002611827547746306,1
1002616727920959488,2
1002623461892677632,3
1002629947020791811,4
1002633427638804481,1
1002634805412954112,1
1002636988405542913,1
1002640233178034181,1
1002645144087101440,1
1002645518705614848,1
1002647579048497153,1
100265332,1
1002664213997813760,3
1002665924388847616,1
1002668083,1
1002670914385764357,1
1002681844784037889,1
1002686556770111488,1
1002696123436462083,1
1002699619329966080,9
1002704531002552321,1
1002704738910195712,1
1002709585,1
1002712175855759366,3
1002727786958741504,1
1002742280577429504,1
1002746306060681216,1
1002756353490866177,1
1002767971167719424,2
1002780138054881281,1
1002788809,1
1002789376416337920,1
1002798397806370816,2
100283797,1
100284251,2
1002850410292502528,1
1002860962167181313,1
1002862942369374208,2
1002867231980568576,1
1002867982920507392,2
1002883347587182592,1
1002890712571170817,1
1002893720537255937,1
1002909723182673920,1
1002918329911205888,1
1002923215000428546,3
1002923380767625216,1
1002928674809810945,1
1002932560232701952,1
1002933124450275328,3
1002936288947949570,1
1002941321399689216,1
1002941457777512449,1
1002947440381657088,3
1002948543613624320,6
1002948600903716864,2
1002948849290371072,1
1002950269527871488,6
1002950782478512129,1
1002955214842925057,1
1002956222453121024,1
1002960440412995585,1
1002965042134966272,2
1002965249081921536,2
1002966975914496005,1
1002971987495538689,1
1002973702462423040,1
1002975325901467649,2
1002978722612465665,1
1002980113716166656,1
1002980194779402240,2
1002981483429101568,1
1002994538997338113,1
1002994635059449857,1
1002997615036981249,3
1003002510737469440,1
1003014606367936513,2
1003019046978277376,1
1003025448929021952,1
1003026019975139328,2
1003036184610787329,3
1003039490775175168,10
1003041268904185858,2
1003044492,1
1003056012797104128,5
1003078077071675392,1
1003080026018013184,2
1003082934411198465,1
1003089651052056576,1
1003093315678588929,1
1003101352019595264,1
1003101875720187904,1
1003103257,1
1003107003693137921,9
1003113137132982273,2
1003117988,3
1003125427907497984,1
1003141915250810883,1
1003162093871292418,1
1003174902545965056,1
1003174978265624576,1
1003185114,1
1003195532519469056,1
1003201353013817344,1
1003204929253605376,1
1003220140173942785,2
1003227608,2
1003228785414680576,1
1003231782341312512,1
1003239760863768577,4
1003245535237554176,1
1003249642094649344,1
1003250453679833088,1
1003262546,1
100327508,1
1003278945922494466,2
1003286532797526016,2
1003287444463259648,1
1003290522818146304,2
1003292665956454401,1
1003295914797064194,1
1003296683583733763,2
1003297869665890305,1
1003301311260000257,1
1003311529972953088,1
1003312193448890368,1
1003327673748336640,1
1003328726111842304,2
1003331988051263489,1
1003332130867298304,2
1003336209094070272,1
1003352720122761217,1
1003356794683416576,2
1003361512218681351,1
1003384108276318209,1
1003385772349812736,1
10033912,1
1003395239892008961,1
1003399456488939522,1
1003401565,3
1003414966240731138,2
1003420970219196416,4
1003422051691126786,1
1003426811026370560,1
1003427714345328641,1
1003430691332227073,3
1003431332,1
1003439896323903488,1
1003450353025773569,1
100345351,1
1003457673659146240,2
1003458486968246272,1
1003466586114494469,2
1003472172420161543,7
100349522,1
100350021,1
1003514257860976640,1
100351830,1
1003525832,1
1003539692615274496,2
1003551055307669504,1
1003568413548077056,2
1003568532431540224,1
1003573856911716352,1
1003580723087826946,1
1003598946101493760,1
1003602386122833920,1
1003602498798669824,2
1003615274896183296,1
1003635480574021635,2
1003637914465656834,1
1003648830720626689,3
1003657836847685633,7
1003668173361516544,1
100366853,2
1003676727560802304,1
1003680349791154177,3
1003688007600361472,1
1003689225504591872,4
1003694506989023239,1
1003699074485272576,1
1003707356515950592,1
1003712678408355840,2
1003713338533076992,1
1003713777743859724,1
1003714268875747328,3
1003717793022447616,1
1003718657321598982,2
100372146,1
1003723055036882944,1
1003724441975775232,1
1003733012679397376,1
1003736639586295808,1
1003738560187588609,1
1003749948951793664,1
1003764512296767488,1
1003784432233406464,1
1003786403887525890,1
1003795005557952512,2
100379732,1
1003799383555608576,2
1003800876186816514,1
100380220,2
1003807236924297216,1
1003812657873514496,1
1003818748661391361,1
1003824649367670784,1
1003833894565752832,1
1003836381632827392,1
1003845035522052096,1
1003868675919761409,2
1003873108346966016,1
1003911435674480640,1
1003918652511543299,4
1003921663728148480,1
1003929001717481472,1
1003940194221993989,1
10039432,1
1003944263552364544,1
1003961882313744385,3
100396534,1
1003968574199877632,3
1003974522041663491,2
1003978729029169153,1
1003980452808613890,1
100399130,1
1003993451145203714,1
100399487,1
1004004260160233472,3
1004004789414395908,1
1004007039314550785,2
1004008585,1
1004021855949291525,1
1004037360,2
1004043101327982597,1
1004050096483454978,1
100405347,2
1004055983973265409,1
1004057749334953990,1
1004060261173616640,1
1004066177709166593,1
1004071747325394946,1
1004091497136971776,1
1004094631,1
1004096388282675206,2
1004096727207632896,4
1004098338,2
1004101466,1
1004101904673181704,1
1004105689621516288,1
100410807,2
1004108191049773056,2
1004118517661290496,1
1004121667482935296,1
10041242,2
1004127458,1
1004127495283789825,1
1004130972873342978,1
1004131755950071808,1
1004135523894677504,1
1004136660311920640,1
1004143001990414338,1
1004143693,1
1004158432046395392,1
1004162715705888769,1
1004171910089826305,1
1004172322016776192,2
1004173808390025222,3
1004178123942973441,1
1004187152194981894,1
1004199953969831937,3
1004204384010559490,4
1004207097033216000,1
1004207143468392449,1
1004213509691826176,1
1004213992246710272,1
100421516,4
1004220349913788416,1
100422192,4
1004229021222068224,3
1004235330109595654,3
1004239951054004225,1
1004240893254107136,4
1004245488,1
1004247137729671168,1
1004251981043699712,1
1004252802086912001,2
1004255841535524864,1
1004261639569342466,3
1004266076178407424,5
1004269625025220608,1
1004278752375967745,1
1004302944202715137,1
1004316286527131649,1
1004327256171470854,2
1004331140638011392,3
1004331519572209664,2
1004336818060488705,5
100434184,1
1004346926765150208,1
1004347214704017408,1
10043502,1
1004356820117274624,1
1004361986854019072,1
1004363420668329985,1
1004372088520626176,1
1004373489397239808,1
1004380782922780672,1
1004383104264531968,4
1004385584515813377,1
1004391127464718336,1
1004392291623194629,1
1004407964000751620,1
1004409488839987201,2
1004410652440621056,1
1004413522602811392,1
1004421784408612864,1
1004422837,1
1004424336919465985,1
1004425938216484864,3
1004429858687111168,1
1004430324040945664,1
1004438802541305856,2
100444558,1
1004462830878244864,1
1004470700575510530,1
1004475837540859904,2
1004477215952834561,1
1004482691230773248,1
1004484211,1
1004488363569811456,1
1004488446587686912,4
1004498833391284224,1
1004510323729190912,3
1004511392953749504,2
1004511575867195393,1
1004515222323978240,1
100451968,2
1004520495176409089,2
1004522908495044609,1
1004523129371230208,1
1004523241589952512,4
100452517,3
1004543405987450881,1
1004548087912845312,1
1004558653049864192,1
1004566698807054336,1
1004577425324367872,1
1004579420131221505,1
1004583228026642432,1
1004585403083558912,1
1004606401,1
1004616885592363008,1
1004633905339813888,2
1004636070833807360,1
1004650491337297920,1
1004661885826822145,2
1004661949622349825,1
1004663378,1
1004666281,1
1004669065892368384,1
1004680634403565568,1
1004685761235517440,2
1004705697576046592,3
1004705826223689728,1
1004708128280244226,16
1004728196665958400,3
1004733441135349760,3
1004741281,2
1004745264639434752,1
1004756908870422529,1
1004763024,1
1004765336862969856,1
1004769940493291522,1
1004775863022473216,1
1004782830868500480,1
1004787479843692545,1
1004787851634962432,1
1004790143532687360,1
1004793458,1
1004794899068223488,1
1004799217758502912,1
1004801697535885313,1
1004803997025398784,1
1004811546441248775,1
1004821397938606081,2
1004822616962674689,1
1004826738222743553,2
1004830145620971520,1
1004838279387025409,1
1004845981010137088,1
1004849773202083842,1
1004850880582115328,2
1004858010479484929,1
1004860760500121601,1
1004864888215343105,1
1004869299016732673,1
1004871188856926208,1
1004876928589926400,2
1004888203139039232,5
1004888930221723648,1
1004894980962336768,2
1004900028341600256,1
1004901324016836608,1
1004902622032252928,1
1004903173025357825,1
1004903583664336898,1
1004917217346113538,1
1004925440136364033,1
1004930112515723264,2
1004933226513694720,1
1004951054272909314,1
1004951515445039106,1
1004952911217033217,1
1004959181932134400,1
1004959431107284993,2
1004964231383429120,1
1004968063341506560,1
1005008160023875589,2
1005020432016265216,1
1005021499009523712,7
1005025106580721665,1
1005028975809388545,1
1005036896756617219,1
1005038775238582272,1
100504672,1
1005047764533645312,1
1005052317937389568,1
1005054764,1
1005057622855127040,1
1005072755191099393,1
1005076316452999168,1
1005078682409431040,4
1005081337911365633,1
1005092864,1
1005096541818798080,1
1005096719699210241,1
1005098855581577217,1
1005110675130208256,1
1005111682727735296,1
100512125,4
1005124255154139136,1
1005126907719905281,1
1005133739477880834,3
1005136083074650112,2
1005138527946924032,1
1005142256091893761,1
1005142961368260613,1
10051482,7
1005149876345278474,2
1005165107402297344,1
1005166970529112064,1
1005173031436611584,1
1005178899993509888,1
1005180820166864896,2
1005181604141129728,1
1005185425282142210,1
100518603,1
1005196988495859712,6
1005197535655448576,2
1005198371508948993,1
1005211778601582597,1
1005218445225549824,1
1005224830508191744,2
1005228031756193797,2
1005231723205025794,1
1005235452335480832,6
1005243464,2
100525623,1
1005258996,1
1005268822528364545,1
1005282673324187648,1
1005287691825672192,1
1005291237589602304,1
1005293329637040129,3
1005294777921748993,3
1005298533849817089,2
1005308174,1
1005318135199588352,1
1005321132751376385,1
1005321832369676288,1
1005323721245118464,2
1005325252233125894,1
1005327107109675008,1
1005329906836934656,2
1005331295738658817,1
1005335070947700737,1
1005374452207517696,1
1005379907264933888,1
1005389783630110720,1
1005401769399193601,1
100541575,1
1005418445851090944,1
1005421016418603008,1
100542141,1
1005423782528352257,1
1005438766234898432,1
100544148,1
1005441968795578368,1
1005447985679876096,1
1005468142729072640,1
100546824,1
1005473037536247809,9
1005488582147100672,1
1005493178626011137,1
1005501210412150785,1
1005502436,1
1005503484249157634,2
1005503613836328965,1
1005504791600959489,1
1005508878136692736,2
1005511099427500033,1
1005511533751881728,1
1005511576965636096,8
1005521805891825664,1
1005528328634355712,2
1005530709056876544,1
1005532138576515072,1
100553546,1
1005538594939809792,1
1005538846396706817,1
1005544316545257473,1
1005557463016300544,1
1005560884402540547,1
1005564851815702528,2
1005568964360114176,1
1005581352412966912,1
1005582625124171777,2
1005590145666609152,1
1005593063044075526,3
1005600445,1
1005601273905893376,1
100561484,1
1005620937662685184,1
1005622858951770112,1
1005628531261313024,1
1005628829069692928,4
1005632909221347329,1
1005649336674340864,1
1005656454181814273,1
1005661218,1
1005662312571625472,1
1005664064,1
1005675566,5
1005696625946365953,1
1005710741058543616,1
1005721081418838016,1
1005723451292835845,1
1005735851878281222,1
1005749898963107840,4
1005763269313925120,1
1005770663125233665,1
1005770888422158336,4
1005775942176923648,1
1005787869737349121,1
1005798107001520128,1
1005801698647044097,1
100580583,2
1005808678249947138,3
1005819714873028613,1
100582074,1
1005833354845958144,1
1005835320,4
1005838676,1
1005839946740006912,1
1005842593941372928,2
1005843248441708545,1
1005849856831655938,1
1005851167132454913,1
1005860862890950659,2
1005863230395183105,1
1005863600387391488,1
1005869416209248256,1
1005870101327958016,1
1005879781441916929,2
1005884593755521024,1
1005891344408236032,1
1005893480827314176,1
1005903922874191874,1
1005904069473513473,1
1005908103928406016,1
1005914295849422848,1
1005917075637002240,1
1005917122281852929,4
1005921096649109506,2
1005921438489071617,3
1005923555031306240,1
1005926871689646083,1
1005938474795626497,1
1005939032692490241,1
1005953174023352320,1
1005958141501112322,2
1005960575308816384,2
1005961540267331584,1
1005966138847580160,2
1005966326781931521,2
1005974512217804807,2
1005990015904579585,1
1006007062466215936,3
1006013857255452673,1
1006014485012926465,1
1006018844207517701,2
1006028304,1
1006029733061017601,2
1006037859847979009,1
100603853,1
1006051530913599488,1
1006057766413365249,1
1006083950912114688,1
1006103133737529345,1
1006113554708213765,1
1006131349814759424,1
1006150639842414592,2
1006152373125906443,1
1006155048831762432,1
1006158704,1
1006160794063638528,2
1006161255076388864,1
1006163804789641216,1
1006167143082283008,1
1006168472,1
1006168869466238976,1
100617374,1
1006183357728714752,3
1006184831628300288,1
1006186075390439424,2
1006193215937138695,1
100619750,1
1006204317634789377,2
1006206851082416130,1
1006208955964633089,1
100621277,1
1006213161635237888,1
1006222891,1
1006227221458182144,1
1006235123732439040,2
1006237166169620480,1
1006240823757770752,1
100625142,7
1006252932063481856,6
1006253108299796480,1
1006259727037321216,3
10062662,1
1006269576613629954,1
1006269694519672832,2
1006272754700685312,1
1006277305793204226,1
1006280178941792256,1
1006280520924303363,1
1006280716299194370,1
1006281292827242498,2
1006283563292086278,1
1006284324478640131,1
1006287630269464576,2
1006300273550163969,1
1006307032008359936,1
1006320936885211136,1
1006327244870991872,2
1006328497730654209,2
1006329841858199552,1
1006333070058950661,1
1006334826063024128,1
1006335319237521408,2
1006338027076161537,1
1006341721037340673,1
1006342599014150144,2
1006343805052882951,2
1006346556340129793,1
1006353256807911425,2
1006362760790269952,1
1006362997395152897,1
1006375280972390400,1
1006377314093916160,1
1006382532,1
1006396332163108865,1
1006406052534018048,1
1006420867461496832,1
1006421297260265472,1
1006428207342469120,1
1006441256682119168,1
1006449868720758784,1
1006459741810384896,1
1006462362327498752,1
1006464892201816069,1
100647041,1
1006474258401374209,1
1006475215885492225,2
1006475365966114816,1
1006478185339457536,1
1006490087985696773,2
1006501503295787008,1
1006505741543358465,1
1006512299228753920,1
1006517422885670912,2
100652480,1
1006528676559708160,2
1006536952236175360,2
100653763,1
1006549074299023360,1
1006558579808071680,1
1006559815995396102,1
1006562360906141696,1
1006564109834473474,1
100656954,2
1006580643923484672,1
1006589516,1
1006592876900282368,1
1006594502616707072,1
1006598741229428736,2
1006602775,1
1006605488090439681,1
1006608527924912129,1
1006608980565688321,4
1006610379802398720,2
1006621020835536899,1
1006633468954988544,1
1006637745744367620,1
1006639355748864000,1
1006645646940467201,1
1006653793,1
1006654089218969601,1
1006656851201519616,1
1006659659749421056,1
1006661890708295681,1
1006662001,1
100666684,2
1006669122380488705,1
1006670433029185536,4
1006677613623078912,1
1006682158327652352,1
1006687069832347648,2
1006695566833840130,1
1006696215554162688,2
100670214,1
1006704400352636933,1
1006704806,1
1006706783497400321,1
1006710582,1
1006713563753394177,1
1006717530617057285,2
1006719898251333633,1
1006727456131305472,8
1006737349659656194,2
1006753518097784832,3
1006765533906206726,1
1006775086718881792,1
100677589,1
1006777667474149377,4
1006782885234401280,1
100678690,1
1006788768,1
1006790508360929281,3
1006798824352944128,2
1006803143835963395,2
100680355,2
1006804724065193995,1
1006817531213090817,3
1006825140003459074,4
100683705,1
1006859978395832320,2
1006875815995461633,1
100688166,1
1006882088002506752,1
1006891381665787904,1
1006897456959741952,1
1006909855796514817,2
1006916000854544385,1
1006918551385575426,1
1006919945236746240,4
1006922664,1
1006924039045222408,1
1006924265223086080,1
1006927430353813504,1
1006929718975827973,1
1006937293498830850,1
1006940311946268673,1
1006941091428425733,1
1006941547601022976,1
1006950194687107072,1
1006953483969449984,1
1006953601992941568,1
1006956257268436995,1
1006956362599890944,1
10069612,2
1006961203,4
1006961848242065416,1
1006962567296835584,2
1006963909,2
1006965055882031104,1
1006978431391883265,2
1006984670691540992,1
1006986249964437504,1
1006988384596881409,2
1006992564321386496,1
1007000009500327936,1
1007000648318103556,1
1007021284524470272,1
1007044425531486208,1
1007045762168115200,1
1007049596957331458,1
1007051252226822146,1
1007054215896879104,1
1007057006941949952,1
1007059048712335365,1
1007078383170310144,2
1007082678934523906,3
1007089588869795840,1
1007091336003182596,1
1007101814,2
1007115011116929024,4
1007116106383835137,2
1007118212285247488,1
1007118603244666882,1
1007129448234156032,1
1007139440601456640,2
1007155833644318722,1
1007158237282459648,1
1007162707395502080,3
1007173664,1
1007185992653025285,1
1007197583180169216,4
1007199386055708674,2
1007215163764813825,1
1007225092101640195,1
1007231809485246467,1
1007238582,3
1007251484,1
1007264869605834753,1
1007268864,1
1007279668431675392,1
1007281481297858562,1
1007284536495910912,26
1007287037513359360,1
1007291088376422400,7
1007291924,1
1007296971206426625,2
1007309962568011776,1
10073222,2
1007324090892521473,1
1007324238406176768,3
1007324386238521344,1
1007334557740220416,1
1007334807691554821,1
1007335268,1
1007348915631509504,1
1007354533549432832,1
1007358103149580290,1
1007364054271262720,1
1007364588088840197,1
1007367311869775872,3
1007372285852962816,2
1007372711499161600,1
1007379855980183552,1
1007380990182846464,2
1007382606017695744,1
1007384238294011905,1
1007399258608283649,1
1007405951694114823,1
1007406921761124353,2
100741058,1
1007412046533718019,1
1007415400672448514,1
1007420954677596161,1
1007421929236647938,1
1007423576,1
1007424529986215937,1
1007425230921351170,1
1007426418320531458,5
1007436448046301184,1
1007436525649268736,1
1007442671928070144,1
1007443996858290176,2
1007445868797145094,2
1007450220,1
100745243,1
1007465240127139841,1
1007477509523308544,1
1007481118457671681,1
1007488213353672704,1
1007490745547284481,1
1007491382368505856,1
1007500806805831680,3
1007504244893773824,1
1007525204002852865,4
1007540524922761217,3
1007542850,1
1007543679278432256,2
1007544289096683522,3
1007556746,1
1007559662286360576,1
100756177,2
100756456,1
1007568281253838850,1
1007589068,2
1007591424806842369,1
1007595687825928193,1
1007600445068595200,1
1007606396404355072,1
1007611743487610880,1
1007619047574441985,1
1007628266835005440,6
1007628474356584450,1
1007629891,1
