text	user_id	news_id	cluster
then it was annouced the boys are coming on stage soon the head of the Korean consulate head came and said a few words on stage and it was the cutest Mashallah (i sound like such a korean boo rn but trust me if you were there you would say the same)	1396511034	politifact12104	0
"Kory served an almost empty smile, out of politesse, to the waitress and returned her attention to Gwennifer.

""So? Comfortable down there?"""	878736532567461888	politifact12104	0
Because the bar would be higher for students to prove their case for debt relief under the new rule, the Trump Administration argues federal student debt relief would be reduced by $13 billion over 10 years.	225077207	politifact239	0
"Abe is a Vapor Wake dog. He works off the scent of people close to him, which pairs well in crowds with the friendly nature of his breed.  Officer Michael Masotto, Abe's partner, says he's not your ordinary good boy.

 ""Nothing really phases him,"" he said. ""He's a tank."""	18450088	politifact12104	0
I'm glad you're here. *hugs* 	300929679	politifact12104	0
"""Say it? What of it Sherlock? "" Moriarty steps closer and tilted his head higher."	1055378419859390465	politifact12104	0
#1.  Get rid of Betsy DeVos and hire someone that is experienced	2999497440	politifact239	0
Will Hurd in TX23 is black. Assuming he still wins but I believe he will/did	204221187	politifact14548	0
 Maybe and I might be reaching here. It's freedom what might be offensive to you may not be offensive to others and vice versa.The (real Nazis)  went after flags, statues, books and art because they didn't like them	1029210529	politifact12104	0
"This is only possible for the ""live"" vaccines, that actually contains an infectious agent (albeit in attenuated form). Most vaccines are not live vaccines"	414807763	politifact12104	0
55/80- In visit of 03-06-2016 to 53rd State of US, i.e., Pakistan, did John McCain order PM Maryam & COAS Raheel Sharif, to apply Same Sex Marriage Law	76515555	politifact12104	0
Half of me wants to investigate the history. Half of me wants to just leave it be.	1002459773378420742	politifact12104	0
And reverse grid pole for race two tomorrow 	1216504230	politifact12104	0
"Then his only desire is to achieve the association of the Supreme Personality of Godhead. This is called yoga.

(Bhagavad Gita)"	228413328	politifact12104	0
"Gym 5: Wallace (water type, Hoenn)

Wallace has such a cool design and is a really unique personalitywise

And he is Steven's friend and I like Steven a lot so thats a plus :D

His gym design in ORAS was infuriating though jesus christ"	1407516432	politifact12104	0
While Leah was in Washington D.C. she also caught up with Mary Horner, a Miami alum who is currently working as the Press and Staff Assistant to Senator Rob Portman.	300529425	politifact239	0
"Genesis 1:27
So God created man in his own image, in the image of God created he him; male and female created he them.

Not: (So God created man in (their) own image,"	450891633	politifact12104	0
This guy eventually turns on everbody. Hope this is apparent to his base ,.all are expendable assets. Plastic spoons.	808719329839710209	politifact14896	0
Possums have a relatively extremely low body temperature, which is theorized as one of the reasons that rabies is very rare in them. Like, any mammal can carry rabies, but possums almost never do	942313180004474882	politifact12104	0
"""You look even cuter with your cheeks like this, Caitllin.""

She chuckled happily, turning the Elite's head a little and pulling her into warm, tight hug."	910829946913873921	politifact12104	0
Although once the BMA actually sort out a proper banding appeal some people can get a windfall, Dr L got Band 3 backpay from one of her FY2 jobs where they were trying to run an NROC SHO rota that was basically just 24h shifts	243624882	politifact12104	0
The LNP broke it. They can feckin' well pay for it! #LNPfail #ElectionNow #auspol	112956277	politifact12104	0
"Anyways Nick, Matt, and Jamie in the 4/5 saw Alex escaping and they wanted to escape to but the Illuminati bitches got this fuckers and made them play 4/5 over and over again until they were completely slaves to them 

( u see laughing I see pain)"	707633131130454016	politifact12104	0
I think I know what's wrong with this conversation. We both have an information bubble that the other person can't break into and we both think we have all the best sources. I'm realizing now this is a pointless conversation.	1017549908893577217	politifact12104	0
No one cares amymore except the LEFT and media delusionals. I remember a time when President's were allowed to think openly in confidence and not get accused of Treason for it.	488176939	politifact1067	0
According to the FBI, roughly 60% of guns used in crimes in Illinois were from out of state.  The overwhelming number of those guns flow into Illinois from states that have much less restrictive gun laws.	774449335	politifact14548	0
They could also go the direct opposite route and do like, the streets near the station? and have some of the npcs in that area come out and be hazards, eg the army guy could come out and shoot some BBs or something.	2296771248	politifact12104	0
"Does this mean we're no longer calling french fries, ""freedom fries"""	865675081	politifact1180	0
The dogs are named for officers killed fighting crimes and saving lives, or who died from duty-related illnesses. Abe's namesake was shot and killed trying to stop a robbery: https://nyti.ms/2Dz1RHq  Franky's namesake died after saving people from a fire:	18450088	politifact12104	0
Eleventh is one of the characters mentioned already. Apart from the item, a screenshot released by Nintendo hints at the character making the game as it mimics an iconic scene from said game.	36738758	politifact12104	0
"Gym 2: Valerie (fairy type, X&Y)

Her design is unique and beautiful and her gym layout was great (her gym looks gorgeous)"	1407516432	politifact12104	0
And not someone gasping or taking breaths or struggling, but like a small girl's uninterrupted scream for minutes. At first some of us thought it was tinnitus because it was so constant, just this stream of terror.	317854521	politifact12104	0
i mad bc i try to explain to all my friends , I want they are play with me , but they don't 	769851402646593536	politifact13136	0
"some pitcher came in for the final out, the score 16-3, but he already gave up four in the 9th, so the manager finally called ""uncle"""	483917137	politifact12104	0
Yeah true that. And if Pique hadn't taken over the goalkeeping job,  it would have ended 1-0.	263631101	politifact12104	0
"The ""Syrian Observatory for Human  Rights"" is a one man organisation, run by Rami Abdulrahman a Sunni Muslim who owns a clothes shop in Coventry UK. Abdulrahman hasn't been in Syria since 2006."	41836739	politifact8221	0
20/80- CNN Christiane Amanpour disclosed on 29-04-2016: UN French Peacekeepers in Central African Republic (CAR) forced tied-up girls to have sex with dogs	76515555	politifact12104	0
school option was to join the walkout or stay at a designated classroom to do schoolwork and not stay in classroom alone and unsupervised	3311139980	politifact15191	0
Merci beaucoup, Monsieur Macron. Nous avons besoin d'un President aussi. Si tu veux	25872740	politifact1180	0
"Elite four 4th seat: Acerola (ghost type, Alola)

Acerola is just a bright pile of adorable smiles and cuteness

She is THE qt of pokemon games and her personality is dope

Her trial was also decent but prefer to have her here in e4"	1407516432	politifact12104	0
Citibank 2/8: We expect Democrats would win a  majority in the House while Republicans could maintain majority control  over the Senate. This portends further  oversight of the President and  resistance to his policies, as well as  the risk of impeachment  proceedings.	25488729	politifact14548	0
There may be legal limitations. In certain one-party states (DC is one-party), you are violating wiretapping laws if you *broadcast* an audio recording without express permission	17066729	politifact1067	0
I kind of assumed it would be, because international postage is expensive.	2412951762	politifact12104	0
"Eventually the manager (?)  Pops his head out the door, shoves a small bag of onion rings in our hands and practically threw the money back at us saying, ""I don't have time for this right now, we just gotta move on."" And then slammed the door and locked it again."	1009890359013359616	politifact12104	0
They had two SUVs bringing them to school then, one for her mother's kids and the other for her half siblings. Boys in our class used to use her family to defend polygamy as if they've finished taking care of only themselves 	232193380	politifact12104	0
the father of the victim says his son did not go to bring cow, then how he was coming with cow? was he caught with cow or not? lynched on that basis or different matter? or deliberately given lynching angle? 14 election nuns raped,rss blamed falsely, any conspiracy,election near	868281715130748930	politifact12104	0
Police say the shooting, which involved an exchange of gunfire between the two suspects, was not random.	8731312	politifact12104	0
Well suplements wont throw your leg and knock you out. They will give you a bit of energy if anything. And between osp and dc was year and a half that is not that much a warmup fight	871747904939184128	politifact12104	0
Who could it be that is talking to Mary Jane off-panel? The dialogue suggests its someone that was part of the old gallery of Spidey-friends and someone who knows Peter's secret identity. Could it be the cloned Ned Leeds we learned about in Amazing Spider-Man Annual #42?	2288194556	politifact12104	0
"I think I am fuzzy all over which is as cool as it is strange to me? I mean I think I look really cute with it but when I'm getting hair on my shoulders I'm just thinking: ""really?!"""	2755082765	politifact12104	0
"Why Four Hates Octolings

Read: http://tl.gd/n_1sqoghq 

His real name is Jake but he only discloses that information to people he trusts, and it is very hard to get on his good side.

Struggles between loneliness and a desire to be isolated."	1037134395373707264	politifact12104	0
"We are little triune beings, ""made in God's image"" / like Him:  Genesis 1:26 & (1 Thessalonians 5:23 KJV)  And the very God of peace sanctify you wholly; and I pray God your whole SPIRIT and SOUL and BODY be preserved blameless unto the coming of our Lord Jesus Christ."	988689966686449665	politifact12104	0
Dodgy decision vs Marquez and fought a shell in ODLH, Mosley also past it. Clottey a punchbag.	49954894	politifact12104	0
if Trump did those 3 things all the mystery would be gone. No chance he does any of them because he is guilty, a conman, a traitor, a pathological liar, and a sociopath. #trumpputinspoodle #CountryOverParty	2736737444	politifact1067	0
"Why Four Hates Octolings

Read: http://tl.gd/n_1sqoghq 

His real name is Jake but he only discloses that information to people he trusts, and it is very hard to get on his good side.

Struggles between loneliness and a desire to be isolated."	1037134395373707264	politifact12104	0
This is outside the anti narcotics court where convicted narcotics trafficker, Hanif Abbasi was sentenced. His goons then turned violent. 	2860583881	politifact12104	0
When Betsy can't cackle to fill the silence, she seems awfully vapid.	546249030	politifact239	0
Ron also believes that F.B.I. Agent's name who Hastings thought was lying was: Larry Doss.  Again, I know so little about the case, I wouldn't be able 2 visibily distinguish 'Joe Dogs' (victim) fr F.B.I agents (as I'd never seen any of these ppl).	974301874089332736	politifact1067	0
He did. He co tinues to ban onlt.conservatives while allowing hate to be spewed by Islamists, anti-semites, and actors (all on the same low level of humanity).	312952511	politifact8537	0
"The non world champion at the time McCaskill was her toughest opponent. I can see that possibly happening again on a bigger scale. 

You're right tho Ronan, we just expect Katie to win every time. Like it's some kind of guarantee."	757050415	politifact12104	0
I tried to leave this alone for almost over a year, and even at time resolve things privately, but to no avail.  The people that are trying to target me on twitch are in part why i got banned today.  One of them knew maria at one point and continued to harrass me about her	326515005	politifact12104	0
If NASA have a plan to build a floating city on Venus, nothing is impossible.	2701511788	politifact12104	0
"Jeongguk shrugged his shoulders, ""I didn't do anything. Not really anyways."" He said glancing between Yoongi and Jimin, ""All I did was invite them all over for a movie night. Plus, remember Yoongi does live here too."""	922498959460855808	politifact12104	0
Thanks for that. One thing I strive for is to build a staff that is strong where I am weak. Together we make a team of servants.	144996906	politifact12104	0
His career average is 10 points lower and career OBP is 75(!) points lower than... Keith Hernandez, despite 315 more home runs. He finished in the top 6 in MVP voting only twice in his career, and has only 4 silver slugger awards.	3390546035	politifact12104	0
"shockwave gets a hang of megatron and reacts like megatron's been gone a week. like ""oh thank goodness, megatron, you're okay"" and not ""HOLY SHIT IT'S BEEN FOUR MILLION YEARS YOU CAN'T JUST SAY YOU'RE 'BACK'"""	90730834	politifact12104	0
Agreed. Leave the airport as soon as possible. #travel #funness	18275923	politifact12104	0
MODI Vs REST : IS MODI 100 & HIS PARTY ZERO ? SO ALIANCES R TO B FORMD BY ALL NON-MODIS TO RSIST MODI ! DOSNT THE JUST-HELD N-CF VOTE SHOW BJP'S SOLDITY ?ALIANCES WR XPRIMNTED IN PAST. ITS HIGH TIME NON-BJP PARTIS SELF--OBLITERATE TO FORM 1/2 NEW NTITIES TO FORM A 2 PARTY D'CRACY	2801379562	politifact12104	0
"""The solution will come from the resilient local
business and municipal government leaders who know their communities and
know how to find creative pathways to solve difficult problems."""	3092480493	politifact8537	0
3. The One with Chandler in a Box (season 4): Chandler has wronged Joey, and now Joey has determined he must spend the dinner shut into a crate. The strange conceit works, with Chandler making wisecracks regarding the dinner discussion from his corner of the room.	41540906	politifact12104	0
4/ This is an obvious place where a public permissionless ledger could be useful to check the votes, the representative's voting record (or not), update from the card system which clearly anyone could stick in the slot and vote.	4254291	politifact14548	0
"""It's called Northern Wind. .. It just sort of found its way into my head while I was holding you.""  He rubbed his cheek against Keith's hair again, rocking gently and humming as he stroked his back..
""You're the lullaby, singing me to sleep.-"	885023561487921153	politifact12104	0
"John 4:22
Ye worship ye know not what: we know what we worship: for salvation is of the Jews."	450891633	politifact12104	0
Logano does this all the time. When he gets passed clean he knocks them out of the way to get back by	479685245	politifact12104	0
I guess I shouldn't assume they'd *have* to get Britton, as there are probably cheaper options out there. Still, how would they pull this off without putting a serious dent in their farm system? Maybe they can. I don't know. Seems unlikely.	54922352	politifact12104	0
After reading or my sons case listening to freak the mighty my special needs son started squeezing people with his hands like the killer dad did in the book. We confronted school and asked principal if he thought it was appropriate he said he never read it, and wouldn't remove it	2255492426	politifact239	0
Ryan: a true globalist who is lining his pockets with corporate money	250398598	politifact1180	0
So our Army is comparing itself with US. Then compare constitutional rights  of citizens as well. Why only budget.	707862063536807936	politifact239	0
If it's anyone else, however, the announcers say he's doing a good job pitching to the park	76785393	politifact12104	0
"Lady: Mr. Wagoner, the tickets is all sold out.

Porter: You mean all the tickets for the show is all gone?

Lady:  Yes, every one of them is gone.

Porter: You mean if the President of the United States called and wanted four tickets, you'd tell him they was all sold out?

(2/3)"	119427470	politifact12104	0
"On 9 January 2017, Mehbooba Mufti told state assembly that her gov had directed the police to set up district level investigation teams under the Deputy Superintendent of Police +

- OHCHR report on #Kashmir."	3312798529	politifact12104	0
Manny fought all of these guys in their primes or near their primes, unlike Floyd. And Manny was the smaller man, unlike Floyd. And Manny had exciting fights with these guys, unlike Floyd.	704490197476446208	politifact12104	0
If the punishment for walking out or staying in is more harsh than usual, students may question if their first amendment rights have been violated.	489950484	politifact15191	0
LOL someone pleaz go poke the Trump beehive &tell him not only was his vote &Inaug count WAY down but so was his 1st address.	49185193	politifact1180	0
"""Okay!""

DJ gently takes the movie, inserting the disc into the disc drive.

""While the commercials are on, I'll be right back.""

He heads over to the door and lightly hops through the chipmunk flap, disappearing into the bathroom for several minutes. He returns shortly after."	982399711570219009	politifact12104	0
And made the story worse as a result. Bring back Guardian voices, you don't need 6 different voices for the races. Human and Awoken have the same va, exo also same but with the exo filter.	797333400	politifact12104	0
I just finished the book for the 2 time, even more excited. Season 4 will be epic	918163696228106245	politifact12104	0
Szanuje straszne zwlaszcza za ten zwrot 'on one leg'	2545900020	politifact12104	0
"2.) Donald Henry Gaskins: The Hitchhiker's Killer

- Gaskins has claimed to have killed between 80 to 90 people by torturing and mulitating them. He started killing in 1969, picking up hitchhikers on the coastal highways of the American South. A crimina associate witnessed him"	1074158984360124418	politifact12104	0
"5/ Since then, banning of prominent conservatives has dramatically ratcheted up and the company also implemented its absurd policy of banning people for ""misgendering or deadnaming."""	54808703	politifact8537	0
2/ made for federal troops to back guardsmen. Over 600 people were arrested. The list was whittled down to two dozen ring leaders who were tried in civil court. While in prison, the mine workers formed a new union, the Western Federation of Miners.	899278160524660736	politifact12104	0
before the concert there was a k-pop contest which India hosts every 6 months there were in total 8-10 performances? my favourites 100% were LATATA & DDAENG all of them were amazing Mashallah but these two my goodness Subhanallah congrats to everyone!!!	1396511034	politifact12104	0
Megyn knew that with her cattiness she wouldn't fit in well at a dog show either.	90715655	politifact13913	0
So obviously Jiya shares her extra present with Rufus, because he has none. Lucy's also got an extra present, doesn't she? Who does she give it to that doesn't have a present? Agent Christopher? Connor Mason? Garcia Flynn?	295213299	politifact12104	0
I am sorry if my comment has made you angry. As I understand it, the school had made arrangements to deal with an exceptional circumstance. The boy was asked to go to study hall or join the students outside. He refused to do either.	10051482	politifact15191	0
Ok I will listen but yes some said it was fake! Hope they are wrong though as I believe he was murdered! Will listen now! 	3050647743	politifact13936	0
21 and 41 no regrets- people don't understand that the stigma is what often causes the pain, the inability to talk about it because of the judgment; Not the abortion itself	1042656566	politifact12104	0
"""Hehe, the thing is I know that he can be a tease. Few times, he tried to put his charms on me. And with his level of being one, I can tell you for sure that I am just complimenting.""

She said, giggling, enjoying mutual touch between them."	910829946913873921	politifact12104	0
Maneesh Grover Saab, PAPPU was intoxicated by the FAKE HOPES, his mother gave about him sitting in PM's chair soon. In fact he can't even run a KIRANA store.	137679386	politifact12104	0
"Oh geez, I hope work let's you go home early and that you get plenty of rest ;~;

*hugs*"	2553196598	politifact12104	0
I suppose they could have initially made some indication the audio wouldn't be used for anything, in which case you would have to honor that. But then why would a reporter do that in the first place, especially for a public official?	1365714145	politifact1067	0
"""Erm, well it just means 'Lets eat' ahaha! --It's kind of a tradition in my house to say it before meals.""

The conversation drifts while we eat, flirting above and beneath the table playfully until we finish, tidying up afterwards.

""Okay Kitty go get your leash, we're going~"""	938417538576322561	politifact12104	0
55 - Peter W. Smith - GOP operative who sought the Clinton emails. Found dead in his Minnesota hotel room of apparent suicide a few days before talking to the Wall Street Journal about efforts.	764261361044037632	politifact14144	0
She don't need no education, her family is among the wealthiest in the world. Sad but true.	2448074492	politifact239	0
A critical aspect of lobbying is to win the hearts and minds of the populace. #PawPatrol is essentially a Betsy DeVos/Eric Prince psyops ploy to indoctrinate our toddlers to favor limited government and as a recruiting tool for his mercenary army. /22	808045298421370880	politifact239	0
you hear some horror storys like one time my friend got drunk and had sex with this really hot chick......but when he sobered up she was not that hot ........safty first people	56828724	politifact12104	0
"His words roamed still around is mind.
   Stockholm syndrome, hm?

Quinn's mind was too corrupted. Too insane to not find it funny.
   Somehow he remembered that look in the redheads eyes. The struggle. The fire.
It all seemed so interesting that it already was +"	892776947482333184	politifact12104	0
"3 names of one person.

Matthew 28:19
Go ye therefore, and teach all nations, baptizing them in the name of the Father, and of the Son, and of the Holy Ghost:
Acts 19:5
When they heard this, they were baptized in the name of the Lord Jesus."	450891633	politifact12104	0
"I reckon that when a girl says no, 99.9% of men accept it. In the video, not one of the girls says, ""I said no and he kept going"" What they all say is, ""The next day, like, I like say to myself, like, did I really mean to like do that""?"	326649288	politifact12104	0
The same way North Korea will pay for the nukes he rains down upon them. Like a car loan that other drivers pay back for you.	33198563	politifact13619	0
"Lady: Well, no, I believe we could probably find some tickets for the president.

Porter: Well, he ain't coming. Give me his four.

(3/3)"	119427470	politifact12104	0
"Morgana: aaawwwwww!!! I love how quickly she's warming to you.

Nightmare: rescued from behind a dumpster, at work, on the morning of October 31st three years ago. She was the tiniest, scrawniest bit of life, and filthy. 

Of course, it was love at first sight."	836994772413923328	politifact12104	0
He also had 3-4 successful long balls out of 6, and tbf on chances created and key chances, England doesn't have any of their starting players, Rashford has been poor, Vardy isn't Kane when it comes to finishing and Kane's positional awareness and sense is top notch.He was decent	852433561	politifact12104	0
"Interesting combination never seen one before but I do know what they both look like individually.
Cool :) my parent have a jack Russel crossed with a lake land but she looks more like a jack Russel"	4537315101	politifact12104	0
"The proposed student ""borrower defense"" regulations now face a 30 day open federal comment period. If the Administration finalizes the rules, they could go into affect in July of 2019."	225077207	politifact239	0
yeah this is what i think. AH is 0.-  so i think it's will be trap for lure punder put stake on Haugesund.   Luckily i did reserch this match before bet	882827324	politifact12104	0
#Trump is too smart to not understand that #Macron is doing the double game, he wants to use the president as a means of obtaining power in europe.	4705505042	politifact1180	0
"The first example is ""the circles must have one region in common""
The second is ""the circles must have at least two overlaps"""	3314031146	politifact12104	0
"- One ""Do we have any more markers? I didn't get enough for my program in 10 minutes!""
- Numerous loud conversations outside the door

I gave up after 2 hours. Guess I'll try again another day. #saturdaylibrarian #librarylife"	764435954	politifact12104	0
What I am saying is that not everyone wants, or is able to be a lecturer. What we are not doing is protecting basic workers rights. That's why Leave won - towns and cities of disenfranchised ppl with no future seeing all basic jobs taken on the cheap by immigrants.	1052130063603421184	politifact12104	0
"You're not the majority of anyone else either because you do like to think out loud and that's a very good thing.  It's better than keeping things all bottled up like ummmm ""beta males"" probably do  haha  I wouldn't know because I'm too much of a loud mouth Leo  "	847849408414851072	politifact15191	0
10. Which cuts both ways: on the one hand, it means we're adding a painful wait time to people who are already in a rough spot. OTOH, adding 5 days wait to somebody who's been on the road for 35 days doesn't seem like a valid justification for storming a border crossing.	626660983	politifact14548	0
Nothing is strong about you but the fleas that you carry... Remember you're the same dog that had her 3 month old son with her shop lifting..	372897027	politifact1067	0
Slowly bumping up your sens to 10-10 is better in the long run. If you could master your aim on it and building its god like. But If you like 8-8 then use it	724331502163492865	politifact12104	0
13/ On Tuesday, a judge declared a mistrial in the case of Maurice Green, a man accused of fatally shooting a beloved 81-year-old South Philadelphia matriarch in her corner store in 2016. Green acted as his own lawyer for parts of the trial.	14221917	politifact239	0
41/80- Just like other UN Peacekeepers in 10 countries, will Canadian Peacekeepers also do sex with Haves-Not for food/small cash	76515555	politifact12104	0
the third time was a month after his Joining. he was surrounded by purpose and duty, yet he felt the most at home here than anywhere else. for the short period that he had them, they were family.	901393262744920064	politifact12104	0
I was gonna play with yall but bird was tryna hit duos with me 	319330970	politifact12104	0
"Betsy ""Buy Your Appointment"" DeVos is concerned with all students well-being...as long as they're rich, white, straight and Christian."	742132372775174144	politifact239	0
Once I lost a newsroom debate over whether a double homicide was worthy of the print wire. Then I tried arguing that we should at least write through the story of that day's unrelated triple homicide to mention that the city had two multiple homicides in one day.	2513594572	politifact12104	0
I thought the race was awesome. Martinsville almost always has great racing. However I think Brad took it easy on Logano there. He was clearly much faster, but didn't take advantage.	61003989	politifact12104	0
How EXACTLY? Tell me ONE just ONE thing law policy etc... That they are doing to me my wife and my child?	739172114217861120	politifact9033	0
26/80- Aljazeera reported on 31-03-2016: 'Sickening' sex abuse alleged in Central African Republic (CAR) by UN peacekeepers (including French peacekeeping troops)	76515555	politifact12104	0
A la parri tranqui hasta que la piel se abre sola. Abris, canela y manteca	118756218	politifact12104	0
Voters should be armed with prior knowledge about the trump infrastructure plan. Like everything else he does, it's a sham that will be grift for taxpayers and a gift to trump cronies.	287661150	politifact1180	0
Welp at least you can watch someones stream playing overwatch and take one match of that stream steal his/her content and GO AGANE	910670869499854849	politifact12104	0
First, he challenges the leader of the Anunnaki gods, the dragon of the primordial sea Tiamat, to single combat and defeats her by trapping her with his net, blowing her up with his winds, and piercing her belly with an arrow.	953568926608347136	politifact12104	0
Hahahaha i was like 'fuck, what are you guys up to over there?!'	4908653785	politifact14259	0
So many ppl in positions their not qualified for! He started off by LYING!didn't drain the swamp he rehired the swamp turned to sewer!	785546413274914816	politifact1180	0
"""I was in the brink of the death,  my detective...I feel confused as why would my enemy saved me?  It is his plan to rid of me but then,  heet me loose... I gave up my career which angers Moran so he had tried to shoot you but then you are cunning""

He faintly smiled."	1055378419859390465	politifact12104	0
President Macron did an amazing strong and honest speach about the truth and future that you can not even fathom. He is a true leader, something you will never be. Viva la !	246364532	politifact1180	0
That's awesome! Keep us updated! Our Nickel box tonight wasn't great only 1 War nick. #coinrollhunting	482468783	politifact12104	0
A fun reminder, just as in Amazing Spider-Man (vol. 3) #2, that Iron Man still doesn't know/remember Spider-Man's secret identity.	2288194556	politifact12104	0
It doesn't surprise me that the Clintons could be linked to the murders of anyone willing to testify and whom have knowledge of their corruption.	1067206729	politifact14144	0
28/80- The San Diego Union-Tribune reported on 31-03-2016: UN announces 108 new alleged sexual abuse victims (created by UN peacekeepers (including French peacekeeping troops)) in Central African Republic (CAR)	76515555	politifact12104	0
It says around 2 in 3 and then gives the actual value as 70 percent. 70 percent could be considered as around 2 in 3	973755192570085376	politifact14548	0
"It was funny how fast the atmosphere turned from happy to a more darker thing, as the two stared at each other. But as quickly as their eyes met, they turned away and looked at Jeongguk. 

""What did you do?"" Taehyung asked looking at his boyfriend."	922498959460855808	politifact12104	0
We both actually thought it was great too, and Mrs J was an old school fan of the original trilogy. Don't understand all the hate it got.  #starwars #lastjedi #movieseries	1068601461809078273	politifact12104	0
"On staring at that some more, I think the right front slide is also down and it's just not being used.

I feel like they weren't trying to get everyone out of the plane in 90 seconds."	39628319	politifact12104	0
I would just love something that put Sue's life in the spotlight for once, for the first time in almost 60 years. Because her life is interesting! She does so much that we rarely ever get to see in the main book bc the main book almost always focuses on the men.	766371175442317313	politifact12104	0
Can you imagine how govt is scared of Congress exposing scams under bjp govt that during session only, France was requested to make a statement in support of Modiji. If govt is transparent then why they needed a foreign hand support for backup?	2869068912	politifact12104	0
"Between 1994-2001, Ivan Zamorano and Marcelo Salas scored a combined 60 goals in 104 games for the national side.

Za-Sa: The strikeforce of a generation for Chile fans."	221769011	politifact12104	0
Is the Fake News Channel really missing the point again? Why you believe it was a move based upon political ideology, most intelligent people would know it had more to do with psychosocial modeling. #FoxNewsIsPropaganda	972427760349036544	politifact15191	0
